SKU,SalePrice,BaseCustomPrice,DisplayOrder,Weight,Discontinue
DS-MSTK1-FB,"45.0000","45.0000","1","1.00","No"
DS-MSTK1-SW,"0.9900","0.0000","999","0.05","No"
DS-MSTK4,"249.0000","0.0000","99","5.00","No"
DS-MSTK4-108,"279.0000","279.0000","3","6.00","No"
DS-MSTK4-120,"289.0000","289.0000","4","6.00","No"
DS-MSTK4-84,"249.0000","249.0000","1","5.00","No"
DS-MSTK4-96,"269.0000","269.0000","2","5.00","No"
DS-MSTK4-CUS,"0.0000","0.0000","5","2.40","No"
DS-MSTK4-FB,"60.0000","60.0000","28","1.00","No"
DS-MSTK4-SW,"1.4900","0.0000","999","0.05","No"
DS-MSTK5,"249.0000","0.0000","4","5.00","No"
DS-MSTK5-108,"279.0000","279.0000","3","6.00","No"
DS-MSTK5-120,"289.0000","289.0000","4","6.00","No"
DS-MSTK5-84,"249.0000","249.0000","1","5.00","No"
DS-MSTK5-96,"269.0000","269.0000","2","5.00","No"
DS-MSTK5-CUS,"0.0000","0.0000","5","2.40","No"
DS-MSTK5-FB,"60.0000","60.0000","31","1.00","No"
DS-MSTK5-SW,"1.4900","0.0000","999","0.05","No"
DS-PS001,"199.0000","0.0000","99","5.00","No"
DS-PS001-108,"229.0000","229.0000","3","6.00","No"
DS-PS001-84,"199.0000","199.0000","1","5.00","No"
DS-PS001-96,"219.0000","219.0000","2","5.00","No"
DS-PS001-CUS,"0.0000","0.0000","4","0.00","No"
DS-PS001-FB,"60.0000","60.0000","7","1.00","No"
DS-PS001-SW,"1.4900","0.0000","999","0.05","No"
DS-PS002,"199.0000","0.0000","99","5.00","No"
DS-PS002-108,"229.0000","229.0000","3","6.00","No"
DS-PS002-120,"239.0000","239.0000","4","6.00","No"
DS-PS002-84,"199.0000","199.0000","1","5.00","No"
DS-PS002-96,"219.0000","219.0000","2","5.00","No"
DS-PS002-CUS,"0.0000","0.0000","5","0.00","No"
DS-PS002-FB,"60.0000","60.0000","5","1.00","No"
DS-PS002-SW,"1.4900","0.0000","999","0.05","No"
DS-PS003,"199.0000","0.0000","99","5.00","No"
DS-PS003-108,"229.0000","229.0000","3","6.00","No"
DS-PS003-120,"239.0000","239.0000","4","6.00","No"
DS-PS003-84,"199.0000","199.0000","1","5.00","No"
DS-PS003-96,"219.0000","219.0000","2","5.00","No"
DS-PS003-CUS,"0.0000","0.0000","5","0.00","No"
DS-PS003-FB,"60.0000","60.0000","6","1.00","No"
DS-PS003-SW,"1.4900","0.0000","999","0.05","No"
DS-ROM,"60.0000","0.0000","0","0.00","No"
DS-ROM-CAS,"0.0000","0.0000","1","2.40","No"
DS-ROM-FSL,"0.0000","0.0000","3","2.40","No"
DS-ROM-RLX,"0.0000","0.0000","4","2.40","No"
DS-ROM-SFL,"0.0000","0.0000","2","2.40","No"
DS-SDG6,"249.0000","0.0000","99","5.00","No"
DS-SDG6-108,"279.0000","279.0000","3","6.00","No"
DS-SDG6-120,"289.0000","289.0000","4","6.00","No"
DS-SDG6-84,"249.0000","249.0000","1","5.00","No"
DS-SDG6-96,"269.0000","269.0000","2","5.00","No"
DS-SDG6-CUS,"0.0000","0.0000","5","2.40","No"
DS-SDG6-FB,"60.0000","60.0000","25","1.00","No"
DS-SDG6-SW,"1.4900","0.0000","0","0.05","No"
DS-SLK02,"249.0000","0.0000","99","5.00","No"
DS-SLK02-108,"279.0000","279.0000","3","6.00","No"
DS-SLK02-120,"289.0000","289.0000","4","6.00","No"
DS-SLK02-84,"249.0000","249.0000","1","5.00","No"
DS-SLK02-96,"269.0000","269.0000","2","5.00","No"
DS-SLK02-CUS,"0.0000","0.0000","5","0.00","No"
DS-SLK02-FB,"60.0000","60.0000","4","1.00","No"
DS-SLK02-SW,"1.4900","0.0000","999","0.05","No"
DS-SLK136,"249.0000","0.0000","6","5.00","No"
DS-SLK136-108,"279.0000","279.0000","3","6.00","No"
DS-SLK136-120,"289.0000","289.0000","4","6.00","No"
DS-SLK136-84,"249.0000","249.0000","1","5.00","No"
DS-SLK136-96,"269.0000","269.0000","2","5.00","No"
DS-SLK136-CUS,"0.0000","0.0000","5","2.40","No"
DS-SLK136-FB,"60.0000","60.0000","33","1.00","No"
DS-SLK136-SW,"1.4900","0.0000","999","0.05","No"
DS-SLK196,"249.0000","0.0000","99","5.00","No"
DS-SLK196-108,"279.0000","279.0000","3","6.00","No"
DS-SLK196-120,"289.0000","289.0000","4","6.00","No"
DS-SLK196-84,"249.0000","249.0000","1","5.00","No"
DS-SLK196-96,"269.0000","269.0000","2","5.00","No"
DS-SLK196-CUS,"0.0000","0.0000","5","0.00","No"
DS-SLK196-FB,"60.0000","60.0000","8","1.00","No"
DS-SLK196-SW,"1.4900","0.0000","999","0.05","No"
DS-SLK33,"229.0000","0.0000","999","5.00","No"
DS-SLK33-108,"259.0000","259.0000","3","6.00","No"
DS-SLK33-120,"269.0000","269.0000","4","6.00","No"
DS-SLK33-84,"229.0000","229.0000","1","5.00","No"
DS-SLK33-96,"249.0000","249.0000","2","5.00","No"
DS-SLK33-CUS,"0.0000","0.0000","5","0.00","No"
DS-SLK33-FB,"60.0000","60.0000","39","1.00","No"
DS-SLK33-SW,"1.4900","0.0000","999","0.05","No"
DS-SLK50,"249.0000","0.0000","99","5.00","No"
DS-SLK50-CUS,"0.0000","0.0000","0","0.00","No"
DS-SLK50-FB,"60.0000","60.0000","10","1.00","No"
DS-SLK50-SW,"1.4900","0.0000","999","0.05","No"
DS-SLK83,"249.0000","0.0000","99","5.00","No"
DS-SLK83-108,"279.0000","279.0000","3","6.00","No"
DS-SLK83-120,"289.0000","289.0000","4","6.00","No"
DS-SLK83-84,"249.0000","249.0000","1","5.00","No"
DS-SLK83-96,"269.0000","269.0000","2","5.00","No"
DS-SLK83-CUS,"0.0000","0.0000","5","0.00","No"
DS-SLK83-FB,"60.0000","60.0000","9","1.00","No"
DS-SLK83-SW,"1.4900","0.0000","999","0.05","No"
DS-SSL28,"249.0000","0.0000","8","5.00","No"
DS-SSL28-108,"279.0000","279.0000","3","6.00","No"
DS-SSL28-120,"289.0000","289.0000","4","6.00","No"
DS-SSL28-84,"249.0000","249.0000","1","5.00","No"
DS-SSL28-96,"269.0000","269.0000","2","5.00","No"
DS-SSL28-CUS,"0.0000","0.0000","5","2.40","No"
DS-SSL28-FB,"60.0000","60.0000","34","1.00","No"
DS-SSL28-SW,"1.4900","0.0000","999","0.05","No"
DS-TF514,"249.0000","0.0000","99","5.00","No"
DS-TF514-108,"279.0000","279.0000","3","6.00","No"
DS-TF514-120,"289.0000","289.0000","4","6.00","No"
DS-TF514-84,"249.0000","249.0000","1","5.00","No"
DS-TF514-96,"269.0000","269.0000","2","5.00","No"
DS-TF514-CUS,"0.0000","0.0000","5","2.40","No"
DS-TF514-FB,"60.0000","60.0000","23","1.00","No"
DS-TF514-SW,"1.4900","0.0000","999","0.05","No"
DS-TF708,"229.0000","0.0000","99","5.00","No"
DS-TF708-108,"279.0000","279.0000","3","6.00","No"
DS-TF708-120,"289.0000","289.0000","4","6.00","No"
DS-TF708-84,"229.0000","229.0000","1","5.00","No"
DS-TF708-96,"269.0000","269.0000","2","5.00","No"
DS-TF708-CUS,"0.0000","0.0000","5","2.40","No"
DS-TF708-FB,"60.0000","60.0000","13","1.00","No"
DS-TF708-SW,"1.4900","0.0000","999","0.05","No"
DS-TF926,"239.0000","0.0000","9","5.00","No"
DS-TF926-108,"269.0000","269.0000","3","6.00","No"
DS-TF926-120,"279.0000","279.0000","4","6.00","No"
DS-TF926-84,"239.0000","239.0000","1","5.00","No"
DS-TF926-96,"259.0000","259.0000","2","5.00","No"
DS-TF926-CUS,"0.0000","0.0000","5","2.40","No"
DS-TF926-FB,"60.0000","60.0000","22","1.00","No"
DS-TF926-SW,"1.4900","0.0000","999","0.05","No"
DS-TF940,"249.0000","0.0000","99","5.00","No"
DS-TF940-108,"279.0000","279.0000","3","6.00","No"
DS-TF940-120,"289.0000","289.0000","4","6.00","No"
DS-TF940-84,"249.0000","249.0000","1","5.00","No"
DS-TF940-96,"269.0000","269.0000","2","5.00","No"
DS-TF940-CUS,"0.0000","0.0000","5","2.40","No"
DS-TF940-FB,"60.0000","60.0000","24","1.00","No"
DS-TF940-SW,"1.4900","0.0000","999","0.05","No"
DS-TF944,"249.0000","0.0000","1","5.00","No"
DS-TF944-108,"279.0000","279.0000","3","6.00","No"
DS-TF944-120,"289.0000","289.0000","4","6.00","No"
DS-TF944-84,"249.0000","249.0000","1","5.00","No"
DS-TF944-96,"269.0000","269.0000","2","5.00","No"
DS-TF944-CUS,"0.0000","0.0000","5","2.40","No"
DS-TF944-FB,"60.0000","60.0000","30","1.00","No"
DS-TF944-SW,"1.4900","0.0000","999","0.05","No"
DS-TF959,"229.0000","0.0000","99","5.00","No"
DS-TF959-108,"259.0000","259.0000","3","6.00","No"
DS-TF959-120,"269.0000","269.0000","4","6.00","No"
DS-TF959-84,"229.0000","229.0000","1","5.00","No"
DS-TF959-96,"249.0000","249.0000","2","5.00","No"
DS-TF959-CUS,"0.0000","0.0000","5","2.40","No"
DS-TF959-FB,"60.0000","60.0000","14","1.00","No"
DS-TF959-SW,"1.4900","0.0000","999","0.05","No"
DS-TFSN25,"239.0000","0.0000","99","5.00","No"
DS-TFSN25-108,"269.0000","269.0000","3","6.00","No"
DS-TFSN25-120,"279.0000","279.0000","4","6.00","No"
DS-TFSN25-84,"239.0000","239.0000","1","5.00","No"
DS-TFSN25-96,"259.0000","259.0000","2","5.00","No"
DS-TFSN25-CUS,"0.0000","0.0000","5","2.40","No"
DS-TFSN25-FB,"60.0000","60.0000","20","1.00","No"
DS-TFSN25-SW,"1.4900","0.0000","999","0.05","No"
DS-TFSN30,"249.0000","0.0000","99","5.00","No"
DS-TFSN30-108,"279.0000","279.0000","3","6.00","No"
DS-TFSN30-120,"289.0000","289.0000","4","6.00","No"
DS-TFSN30-84,"249.0000","249.0000","1","5.00","No"
DS-TFSN30-96,"269.0000","269.0000","2","5.00","No"
DS-TFSN30-CUS,"0.0000","0.0000","5","2.40","No"
DS-TFSN30-FB,"60.0000","60.0000","26","1.00","No"
DS-TFSN30-SW,"1.4900","0.0000","999","0.05","No"
DS-TFSN33,"249.0000","0.0000","0","5.00","No"
DS-TFSN33-108,"279.0000","279.0000","3","6.00","No"
DS-TFSN33-120,"289.0000","289.0000","4","6.00","No"
DS-TFSN33-84,"249.0000","249.0000","1","5.00","No"
DS-TFSN33-96,"269.0000","269.0000","2","5.00","No"
DS-TFSN33-CUS,"0.0000","0.0000","5","2.40","No"
DS-TFSN33-FB,"60.0000","60.0000","29","1.00","No"
DS-TFSN33-SW,"1.4900","0.0000","999","0.05","No"
DS-TLT17,"249.0000","0.0000","0","5.00","No"
DS-TLT17-108,"279.0000","279.0000","3","6.00","No"
DS-TLT17-120,"289.0000","289.0000","4","6.00","No"
DS-TLT17-84,"249.0000","249.0000","1","5.00","No"
DS-TLT17-96,"269.0000","269.0000","2","5.00","No"
DS-TLT17-CUS,"0.0000","0.0000","5","2.40","No"
DS-TLT17-FB,"60.0000","60.0000","44","1.00","No"
DS-TLT17-SW,"2.9900","0.0000","999","0.05","No"
DS-TS001,"229.0000","0.0000","99","5.00","No"
DS-TS001-108,"259.0000","259.0000","3","6.00","No"
DS-TS001-120,"269.0000","269.0000","4","6.00","No"
DS-TS001-84,"229.0000","229.0000","1","5.00","No"
DS-TS001-96,"249.0000","249.0000","2","5.00","No"
DS-TS001-CUS,"0.0000","0.0000","5","0.00","No"
DS-TS001-FB,"60.0000","60.0000","3","1.00","No"
DS-TS001-SW,"1.4900","0.0000","999","0.05","No"
DS-TS002,"229.0000","0.0000","99","5.00","No"
DS-TS002-108,"259.0000","259.0000","3","6.00","No"
DS-TS002-120,"269.0000","269.0000","4","6.00","No"
DS-TS002-84,"229.0000","229.0000","1","5.00","No"
DS-TS002-96,"249.0000","249.0000","2","5.00","No"
DS-TS002-CUS,"0.0000","0.0000","5","0.00","No"
DS-TS002-FB,"60.0000","60.0000","2","1.00","No"
DS-TS002-SW,"1.4900","0.0000","999","0.05","No"
EFSCH-20134A,"89.0000","0.0000","0","6.00","No"
EFSCH-20134A-108,"109.0000","109.0000","3","7.00","No"
EFSCH-20134A-120,"119.0000","119.0000","4","7.00","No"
EFSCH-20134A-84,"89.0000","89.0000","1","6.00","No"
EFSCH-20134A-96,"99.0000","99.0000","2","6.00","No"
EFSCH-20134A-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-20134A-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134B,"89.0000","0.0000","999","6.00","No"
EFSCH-20134B-108,"109.0000","109.0000","3","7.00","No"
EFSCH-20134B-120,"119.0000","119.0000","4","7.00","No"
EFSCH-20134B-84,"89.0000","89.0000","1","6.00","No"
EFSCH-20134B-96,"99.0000","99.0000","2","6.00","No"
EFSCH-20134B-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-20134B-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134C,"89.0000","0.0000","999","6.00","No"
EFSCH-20134C-108,"109.0000","109.0000","3","7.00","No"
EFSCH-20134C-120,"119.0000","119.0000","4","7.00","No"
EFSCH-20134C-84,"89.0000","89.0000","1","6.00","No"
EFSCH-20134C-96,"99.0000","99.0000","2","6.00","No"
EFSCH-20134C-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-20134C-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134D1,"109.0000","0.0000","999","6.00","No"
EFSCH-20134D1-108,"129.0000","129.0000","3","7.00","No"
EFSCH-20134D1-120,"139.0000","139.0000","4","7.00","No"
EFSCH-20134D1-84,"109.0000","109.0000","1","6.00","No"
EFSCH-20134D1-96,"119.0000","119.0000","2","6.00","No"
EFSCH-20134D1-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-20134D1-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134D2,"109.0000","0.0000","999","6.00","No"
EFSCH-20134D2-108,"129.0000","129.0000","3","7.00","No"
EFSCH-20134D2-120,"139.0000","139.0000","4","7.00","No"
EFSCH-20134D2-84,"109.0000","109.0000","1","6.00","No"
EFSCH-20134D2-96,"119.0000","119.0000","2","6.00","No"
EFSCH-20134D2-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-20134D2-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134E1,"109.0000","0.0000","0","6.00","No"
EFSCH-20134E1-120,"139.0000","139.0000","4","7.00","No"
EFSCH-20134E1-84,"109.0000","109.0000","1","6.00","No"
EFSCH-20134E1-96,"119.0000","119.0000","2","6.00","No"
EFSCH-20134E1-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-20134E1-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134E2,"109.0000","0.0000","999","6.00","No"
EFSCH-20134E2-108,"129.0000","129.0000","3","7.00","No"
EFSCH-20134E2-120,"139.0000","139.0000","4","7.00","No"
EFSCH-20134E2-84,"109.0000","109.0000","1","6.00","No"
EFSCH-20134E2-96,"119.0000","119.0000","2","6.00","No"
EFSCH-20134E2-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-20134E2-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134F1,"109.0000","0.0000","0","6.00","No"
EFSCH-20134F1-108,"129.0000","129.0000","3","7.00","No"
EFSCH-20134F1-120,"139.0000","139.0000","4","7.00","No"
EFSCH-20134F1-84,"109.0000","109.0000","1","6.00","No"
EFSCH-20134F1-96,"119.0000","119.0000","2","6.00","No"
EFSCH-20134F1-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-20134F1-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20134G1,"109.0000","0.0000","999","6.00","No"
EFSCH-20134G1-108,"129.0000","129.0000","3","7.00","No"
EFSCH-20134G1-120,"139.0000","139.0000","4","7.00","No"
EFSCH-20134G1-84,"89.0000","89.0000","1","6.00","No"
EFSCH-20134G1-96,"119.0000","119.0000","2","6.00","No"
EFSCH-20134G1-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-20134G1-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20136A,"119.0000","0.0000","0","6.00","No"
EFSCH-20136A-108,"139.0000","139.0000","3","7.00","No"
EFSCH-20136A-120,"149.0000","149.0000","4","7.00","No"
EFSCH-20136A-84,"119.0000","119.0000","1","6.00","No"
EFSCH-20136A-96,"129.0000","129.0000","2","6.00","No"
EFSCH-20136A-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-20136A-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-20136B,"5.0000","0.0000","0","6.00","No"
EFSCH-20136B-108,"139.0000","139.0000","3","7.00","No"
EFSCH-20136B-120,"149.0000","149.0000","4","7.00","No"
EFSCH-20136B-84,"5.0000","2.0000","1","1.00","No"
EFSCH-20136B-96,"5.0000","2.0000","2","1.00","No"
EFSCH-20136B-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-20136B-SW,"0.9900","0.0000","0","0.05","No"
EFSCH-AL450C1,"99.0000","0.0000","0","6.00","No"
EFSCH-AL450C1-108,"119.0000","119.0000","3","7.00","No"
EFSCH-AL450C1-120,"129.0000","129.0000","4","7.00","No"
EFSCH-AL450C1-84,"0.0000","0.0000","1","6.00","No"
EFSCH-AL450C1-96,"109.0000","109.0000","2","6.00","No"
EFSCH-AL450C1-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-AL450C1-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-AL450C2,"99.0000","0.0000","999","6.00","No"
EFSCH-AL450C2,"189.0000","189.0000","0","5.00","No"
EFSCH-AL450C2-108,"119.0000","119.0000","3","7.00","No"
EFSCH-AL450C2-120,"129.0000","129.0000","4","7.00","No"
EFSCH-AL450C2-84,"79.0000","79.0000","1","6.00","No"
EFSCH-AL450C2-96,"109.0000","109.0000","2","6.00","No"
EFSCH-AL450C2-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-AL450C3,"99.0000","0.0000","999","6.00","No"
EFSCH-AL450C3-108,"119.0000","119.0000","3","7.00","No"
EFSCH-AL450C3-120,"129.0000","129.0000","4","7.00","No"
EFSCH-AL450C3-84,"79.0000","79.0000","1","6.00","No"
EFSCH-AL450C3-96,"109.0000","109.0000","2","6.00","No"
EFSCH-AL450C3-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-AL450C4,"99.0000","0.0000","999","6.00","No"
EFSCH-AL450C4-108,"119.0000","119.0000","3","7.00","No"
EFSCH-AL450C4-120,"129.0000","129.0000","4","7.00","No"
EFSCH-AL450C4-84,"79.0000","79.0000","1","6.00","No"
EFSCH-AL450C4-96,"109.0000","109.0000","2","6.00","No"
EFSCH-AL450C4-CUS,"0.0000","0.0000","5","2.40","No"
EFSCH-AL450C4-SW,"0.9900","0.0000","999","0.05","Yes"
EFSCH-Alexandria-Merlot,"10.0000","0.0000","0","10.00","No"
EFSCH-PLK850C1,"119.0000","0.0000","999","6.00","No"
EFSCH-PLK850C1-108,"139.0000","139.0000","3","7.00","No"
EFSCH-PLK850C1-120,"149.0000","149.0000","4","7.00","No"
EFSCH-PLK850C1-84,"129.0000","129.0000","1","6.00","No"
EFSCH-PLK850C1-96,"129.0000","129.0000","2","6.00","No"
EFSCH-PLK850C1-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-PLK850C1-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-PLK850C2,"119.0000","0.0000","999","6.00","No"
EFSCH-PLK850C2-108,"139.0000","139.0000","3","7.00","No"
EFSCH-PLK850C2-120,"149.0000","149.0000","4","7.00","No"
EFSCH-PLK850C2-84,"129.0000","129.0000","1","6.00","No"
EFSCH-PLK850C2-96,"129.0000","129.0000","2","6.00","No"
EFSCH-PLK850C2-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-PLK850C2-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-PLK850C3,"119.0000","0.0000","999","6.00","No"
EFSCH-PLK850C3-108,"139.0000","139.0000","3","7.00","No"
EFSCH-PLK850C3-120,"149.0000","149.0000","4","7.00","No"
EFSCH-PLK850C3-84,"129.0000","129.0000","1","6.00","No"
EFSCH-PLK850C3-96,"129.0000","129.0000","2","6.00","No"
EFSCH-PLK850C3-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-PLK850C3-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-PLK850C4,"119.0000","0.0000","999","6.00","No"
EFSCH-PLK850C4-108,"139.0000","139.0000","3","7.00","No"
EFSCH-PLK850C4-120,"149.0000","149.0000","4","7.00","No"
EFSCH-PLK850C4-84,"119.0000","119.0000","1","6.00","No"
EFSCH-PLK850C4-96,"129.0000","129.0000","2","6.00","No"
EFSCH-PLK850C4-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-PLK850C4-SW,"0.9900","0.0000","999","0.05","No"
EFSCH-PLK850C5,"119.0000","0.0000","999","6.00","No"
EFSCH-PLK850C5-108,"139.0000","139.0000","3","7.00","No"
EFSCH-PLK850C5-120,"149.0000","149.0000","4","7.00","No"
EFSCH-PLK850C5-84,"119.0000","119.0000","1","6.00","No"
EFSCH-PLK850C5-96,"129.0000","129.0000","2","6.00","No"
EFSCH-PLK850C5-CUS,"0.0000","0.0000","5","0.00","No"
EFSCH-PLK850C5-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-314043,"69.0000","0.0000","9","7.00","No"
FHLCH-314043-108,"89.0000","89.0000","2","8.00","No"
FHLCH-314043-120,"99.0000","99.0000","2","8.00","No"
FHLCH-314043-84,"69.0000","69.0000","1","7.00","No"
FHLCH-314043-96,"79.0000","79.0000","2","7.00","No"
FHLCH-314043-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-314043-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-314044,"69.0000","0.0000","3","7.00","No"
FHLCH-314044-108,"89.0000","89.0000","2","8.00","No"
FHLCH-314044-120,"99.0000","99.0000","2","8.00","No"
FHLCH-314044-84,"69.0000","69.0000","1","7.00","No"
FHLCH-314044-96,"79.0000","79.0000","2","7.00","No"
FHLCH-314044-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-314044-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-314047,"69.0000","0.0000","4","7.00","No"
FHLCH-314047-108,"89.0000","89.0000","2","8.00","No"
FHLCH-314047-120,"99.0000","99.0000","2","8.00","No"
FHLCH-314047-84,"69.0000","69.0000","1","7.00","No"
FHLCH-314047-96,"79.0000","79.0000","2","7.00","No"
FHLCH-314047-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-314047-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-314048,"69.0000","0.0000","1","7.00","No"
FHLCH-314048-108,"89.0000","89.0000","2","8.00","No"
FHLCH-314048-120,"99.0000","99.0000","2","8.00","No"
FHLCH-314048-84,"69.0000","69.0000","1","7.00","No"
FHLCH-314048-96,"79.0000","79.0000","2","7.00","No"
FHLCH-314048-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-314048-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-314052,"69.0000","0.0000","5","7.00","No"
FHLCH-314052-108,"89.0000","89.0000","2","8.00","No"
FHLCH-314052-120,"99.0000","99.0000","2","8.00","No"
FHLCH-314052-84,"69.0000","69.0000","1","7.00","No"
FHLCH-314052-96,"79.0000","79.0000","2","7.00","No"
FHLCH-314052-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-314052-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-314053,"69.0000","0.0000","7","7.00","No"
FHLCH-314053-108,"89.0000","89.0000","2","8.00","No"
FHLCH-314053-120,"99.0000","99.0000","2","8.00","No"
FHLCH-314053-84,"69.0000","69.0000","1","7.00","No"
FHLCH-314053-96,"79.0000","79.0000","2","7.00","No"
FHLCH-314053-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-314053-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-314055,"69.0000","0.0000","6","7.00","No"
FHLCH-314055-108,"89.0000","89.0000","2","8.00","No"
FHLCH-314055-120,"99.0000","99.0000","2","8.00","No"
FHLCH-314055-84,"69.0000","69.0000","1","7.00","No"
FHLCH-314055-96,"79.0000","79.0000","2","7.00","No"
FHLCH-314055-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-314055-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-416016,"69.0000","0.0000","2","7.00","No"
FHLCH-416016-108,"89.0000","89.0000","2","8.00","No"
FHLCH-416016-120,"99.0000","99.0000","2","8.00","No"
FHLCH-416016-84,"69.0000","69.0000","1","7.00","No"
FHLCH-416016-96,"79.0000","79.0000","2","7.00","No"
FHLCH-416016-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-416016-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-416017,"69.0000","0.0000","8","7.00","No"
FHLCH-416017-108,"89.0000","89.0000","2","8.00","No"
FHLCH-416017-120,"99.0000","99.0000","2","8.00","No"
FHLCH-416017-84,"69.0000","69.0000","1","7.00","No"
FHLCH-416017-96,"79.0000","79.0000","2","7.00","No"
FHLCH-416017-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-416017-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-416018,"69.0000","0.0000","10","7.00","No"
FHLCH-416018-108,"89.0000","89.0000","2","8.00","No"
FHLCH-416018-120,"99.0000","99.0000","2","8.00","No"
FHLCH-416018-84,"69.0000","69.0000","1","7.00","No"
FHLCH-416018-96,"79.0000","79.0000","2","7.00","No"
FHLCH-416018-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-416018-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-416019,"69.0000","0.0000","0","7.00","No"
FHLCH-416019-108,"89.0000","89.0000","2","8.00","No"
FHLCH-416019-120,"99.0000","99.0000","2","8.00","No"
FHLCH-416019-84,"69.0000","69.0000","1","7.00","No"
FHLCH-416019-96,"79.0000","79.0000","2","7.00","No"
FHLCH-416019-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-416019-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-416020,"69.0000","0.0000","11","7.00","No"
FHLCH-416020-108,"89.0000","89.0000","2","8.00","No"
FHLCH-416020-120,"99.0000","99.0000","2","8.00","No"
FHLCH-416020-84,"69.0000","69.0000","1","7.00","No"
FHLCH-416020-96,"79.0000","79.0000","2","7.00","No"
FHLCH-416020-CUS,"0.0000","0.0000","5","2.40","No"
FHLCH-416020-SW,"0.9900","0.0000","999","0.05","No"
fhlch-aj411-gr-50x108,"1.0000","0.0000","1","1.00","No"
FHLCH-YL3008,"59.0000","0.0000","7","4.00","No"
FHLCH-YL3008-108,"69.0000","69.0000","2","4.00","No"
FHLCH-YL3008-120,"74.0000","74.0000","2","5.00","No"
FHLCH-YL3008-84,"59.0000","59.0000","1","4.00","No"
FHLCH-YL3008-96,"64.0000","64.0000","2","4.00","No"
FHLCH-YL3008-CUS,"0.0000","0.0000","5","1.40","No"
FHLCH-YL3008-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-YL3010B,"59.0000","0.0000","6","4.00","No"
FHLCH-YL3010B-108,"69.0000","69.0000","2","4.00","No"
FHLCH-YL3010B-120,"0.0000","0.0000","2","0.00","No"
FHLCH-YL3010B-84,"59.0000","59.0000","1","4.00","No"
FHLCH-YL3010B-96,"64.0000","64.0000","2","4.00","No"
FHLCH-YL3010B-CUS,"0.0000","0.0000","5","1.40","No"
FHLCH-YL3010B-SW,"0.9900","0.0000","999","0.05","No"
FHLCH-YL3012,"59.0000","0.0000","10","4.00","No"
FHLCH-YL3012-108,"69.0000","69.0000","2","4.00","No"
FHLCH-YL3012-120,"0.0000","0.0000","2","0.00","No"
