SKU,SalePrice,BaseCustomPrice,DisplayOrder,Weight,Discontinue
SH-ORG48-96,"79.0000","79.0000","2","1.00","No"
SH-ORG48-CUS,"0.0000","0.0000","5","1.40","No"
SH-ORG48-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20131A,"39.0000","0.0000","0","1.00","No"
SHCH-EMB20131A-108,"49.0000","49.0000","2","2.00","No"
SHCH-EMB20131A-120,"54.0000","54.0000","2","2.00","No"
SHCH-EMB20131A-84,"39.0000","39.0000","1","1.00","No"
SHCH-EMB20131A-96,"44.0000","44.0000","2","1.00","No"
SHCH-EMB20131A-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20131A-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20131B,"39.0000","0.0000","12","1.00","No"
SHCH-EMB20131B-108,"49.0000","49.0000","2","2.00","No"
SHCH-EMB20131B-120,"54.0000","54.0000","2","2.00","No"
SHCH-EMB20131B-84,"39.0000","39.0000","1","1.00","No"
SHCH-EMB20131B-96,"44.0000","44.0000","2","1.00","No"
SHCH-EMB20131B-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20131B-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20132A,"39.0000","0.0000","2","1.00","No"
SHCH-EMB20132A-108,"49.0000","49.0000","2","2.00","No"
SHCH-EMB20132A-120,"54.0000","54.0000","2","2.00","No"
SHCH-EMB20132A-84,"39.0000","39.0000","1","1.00","No"
SHCH-EMB20132A-96,"44.0000","44.0000","2","1.00","No"
SHCH-EMB20132A-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20132A-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20132B,"39.0000","0.0000","1","1.00","No"
SHCH-EMB20132B-108,"49.0000","49.0000","2","2.00","No"
SHCH-EMB20132B-120,"54.0000","54.0000","2","2.00","No"
SHCH-EMB20132B-84,"39.0000","39.0000","1","1.00","No"
SHCH-EMB20132B-96,"44.0000","44.0000","2","1.00","No"
SHCH-EMB20132B-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20132B-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20133A,"44.0000","0.0000","21","1.00","No"
SHCH-EMB20133A-108,"54.0000","54.0000","2","2.00","No"
SHCH-EMB20133A-120,"59.0000","59.0000","2","2.00","No"
SHCH-EMB20133A-84,"44.0000","44.0000","1","1.00","No"
SHCH-EMB20133A-96,"49.0000","49.0000","2","1.00","No"
SHCH-EMB20133A-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20133A-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20133B,"44.0000","0.0000","22","1.00","No"
SHCH-EMB20133B-108,"54.0000","54.0000","2","2.00","No"
SHCH-EMB20133B-120,"59.0000","59.0000","2","2.00","No"
SHCH-EMB20133B-84,"44.0000","44.0000","1","1.00","No"
SHCH-EMB20133B-96,"49.0000","49.0000","2","1.00","No"
SHCH-EMB20133B-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20133B-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20135,"49.0000","0.0000","26","1.00","No"
SHCH-EMB20135-108,"59.0000","59.0000","2","2.00","No"
SHCH-EMB20135-120,"64.0000","64.0000","2","2.00","No"
SHCH-EMB20135-84,"49.0000","49.0000","1","1.00","No"
SHCH-EMB20135-96,"54.0000","54.0000","2","1.00","No"
SHCH-EMB20135-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20135-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20136,"65.0000","0.0000","27","1.00","No"
SHCH-EMB20136-108,"75.0000","75.0000","2","2.00","No"
SHCH-EMB20136-120,"80.0000","80.0000","2","2.00","No"
SHCH-EMB20136-84,"65.0000","65.0000","1","1.00","No"
SHCH-EMB20136-96,"70.0000","70.0000","2","1.00","No"
SHCH-EMB20136-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20136-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20137,"69.0000","0.0000","3","1.00","No"
SHCH-EMB20137-108,"79.0000","79.0000","2","2.00","Yes"
SHCH-EMB20137-120,"84.0000","84.0000","2","2.00","No"
SHCH-EMB20137-84,"69.0000","69.0000","1","1.00","No"
SHCH-EMB20137-96,"74.0000","74.0000","2","1.00","No"
SHCH-EMB20137-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20137-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMB20138,"55.0000","0.0000","5","1.00","No"
SHCH-EMB20138-108,"65.0000","65.0000","2","2.00","No"
SHCH-EMB20138-120,"70.0000","70.0000","2","2.00","No"
SHCH-EMB20138-84,"55.0000","55.0000","1","1.00","No"
SHCH-EMB20138-96,"60.0000","60.0000","2","1.00","No"
SHCH-EMB20138-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMB20138-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMBOCS3231,"49.0000","0.0000","25","1.00","No"
SHCH-EMBOCS3231-108,"59.0000","59.0000","2","2.00","No"
SHCH-EMBOCS3231-84,"49.0000","49.0000","1","1.00","No"
SHCH-EMBOCS3231-96,"54.0000","54.0000","2","1.00","No"
SHCH-EMBOCS3231-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMBOCS3231-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMBOCS3293,"49.0000","0.0000","24","1.00","No"
SHCH-EMBOCS3293-108,"59.0000","59.0000","2","2.00","No"
SHCH-EMBOCS3293-84,"49.0000","49.0000","1","1.00","No"
SHCH-EMBOCS3293-96,"54.0000","54.0000","2","1.00","No"
SHCH-EMBOCS3293-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMBOCS3293-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMBOCS3595,"69.0000","0.0000","4","1.00","No"
SHCH-EMBOCS3595-108,"79.0000","79.0000","2","2.00","No"
SHCH-EMBOCS3595-120,"84.0000","84.0000","2","2.00","No"
SHCH-EMBOCS3595-84,"69.0000","69.0000","1","1.00","No"
SHCH-EMBOCS3595-96,"74.0000","74.0000","2","1.00","No"
SHCH-EMBOCS3595-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMBOCS3595-SW,"0.9900","0.0000","999","0.05","No"
SHCH-EMBOCS4084,"49.0000","0.0000","23","1.00","No"
SHCH-EMBOCS4084-108,"59.0000","59.0000","2","2.00","No"
SHCH-EMBOCS4084-84,"49.0000","49.0000","1","1.00","No"
SHCH-EMBOCS4084-96,"54.0000","54.0000","2","1.00","No"
SHCH-EMBOCS4084-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-EMBOCS4084-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH1211,"39.0000","0.0000","10","1.00","No"
SHCH-LH1211-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH1211-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH1211-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH1211-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH1211-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH1222,"39.0000","0.0000","11","1.00","No"
SHCH-LH1222-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH1222-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH1222-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH1222-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH1222-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH130,"39.0000","0.0000","19","1.00","No"
SHCH-LH130-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH130-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH130-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH130-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH130-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH159,"39.0000","0.0000","18","1.00","No"
SHCH-LH159-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH159-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH159-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH159-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH159-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH20132,"39.0000","0.0000","9","1.00","No"
SHCH-LH20132-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH20132-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH20132-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH20132-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH20132-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH20133,"39.0000","0.0000","17","1.00","No"
SHCH-LH20133-108,"49.0000","49.0000","3","0.00","No"
SHCH-LH20133-84,"39.0000","39.0000","1","0.00","No"
SHCH-LH20133-96,"44.0000","44.0000","2","0.00","No"
SHCH-LH20133-CUS,"0.0000","0.0000","4","0.00","No"
SHCH-LH20133-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH20134,"39.0000","0.0000","15","1.00","No"
SHCH-LH20134-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH20134-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH20134-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH20134-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH20134-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH20135,"39.0000","0.0000","14","1.00","No"
SHCH-LH20135-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH20135-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH20135-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH20135-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH20135-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH20136,"39.0000","0.0000","","0.00","No"
SHCH-LH20136,"39.0000","0.0000","7","1.00","No"
SHCH-LH20136-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH20136-108,"49.0000","49.0000","3","2.00","No"
SHCH-LH20136-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH20136-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH20136-CUS,"0.0000","0.0000","4","1.40","No"
SHCH-LH20136-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH20136-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH94A,"39.0000","0.0000","20","1.00","No"
SHCH-LH94A-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH94A-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH94A-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH94A-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH94A-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH96,"39.0000","0.0000","8","1.00","No"
SHCH-LH96-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH96-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH96-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH96-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH96-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LH97,"39.0000","0.0000","","0.00","No"
SHCH-LH97,"39.0000","0.0000","13","1.00","No"
SHCH-LH97-108,"49.0000","49.0000","2","2.00","No"
SHCH-LH97-108,"49.0000","49.0000","3","2.00","No"
SHCH-LH97-84,"39.0000","39.0000","1","1.00","No"
SHCH-LH97-96,"44.0000","44.0000","2","1.00","No"
SHCH-LH97-CUS,"0.0000","0.0000","4","1.40","No"
SHCH-LH97-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LH97-SW,"0.9900","0.0000","999","0.05","No"
SHCH-LHOCS333,"39.0000","0.0000","6","1.00","No"
SHCH-LHOCS333-108,"49.0000","49.0000","2","2.00","No"
SHCH-LHOCS333-84,"39.0000","39.0000","1","1.00","No"
SHCH-LHOCS333-96,"44.0000","44.0000","2","1.00","No"
SHCH-LHOCS333-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-LHOCS333-SW,"0.9900","0.0000","999","0.05","No"
SHCH-ORG1-108-PR,"32.9900","32.9900","3","2.00","No"
SHCH-ORG1-120-PR,"37.9900","37.9900","4","2.00","No"
SHCH-ORG1-84-PR,"19.9900","19.9900","1","2.00","No"
SHCH-ORG1-96-PR,"26.9900","26.9900","2","2.00","No"
SHCH-ORG1-CUS,"0.0000","0.0000","5","0.00","No"
SHCH-ORG1-PR,"19.9900","0.0000","999","2.00","No"
SHCH-ORG1-SW,"0.0000","0.0000","999","0.05","No"
SHCH-ORG2-108-PR,"32.9900","32.9900","3","2.00","No"
SHCH-ORG2-120-PR,"37.9900","37.9900","4","2.00","No"
SHCH-ORG2-84-PR,"19.9900","19.9900","1","2.00","No"
SHCH-ORG2-96-PR,"26.9900","26.9900","2","2.00","No"
SHCH-ORG2-CUS,"0.0000","0.0000","5","0.00","No"
SHCH-ORG2-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-ORG2-PR,"19.9900","0.0000","999","2.00","No"
SHCH-ORG2-PR-1,"49.9900","0.0000","0","0.00","No"
SHCH-ORG2-SW,"0.0000","0.0000","999","0.05","No"
SHCH-ORG6-108-PR,"32.9900","32.9900","3","2.00","No"
SHCH-ORG6-120-PR,"37.9900","37.9900","4","2.00","No"
SHCH-ORG6-84-PR,"19.9900","19.9900","1","2.00","No"
SHCH-ORG6-96-PR,"26.9900","26.9900","2","2.00","No"
SHCH-ORG6-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-ORG6-PR,"19.9900","0.0000","999","2.00","No"
SHCH-ORG6-SW,"0.6000","0.0000","999","0.05","No"
SHCH-OUR1921ASH,"24.9900","0.0000","4","1.00","No"
SHCH-OUR1921ASH-108,"34.9900","34.9900","2","1.00","No"
SHCH-OUR1921ASH-84,"24.9900","24.9900","1","1.00","No"
SHCH-OUR1921ASH-96,"29.9900","29.9900","2","1.00","No"
SHCH-OUR1921ASH-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-OUR1921ASH-SW,"0.9900","0.0000","999","0.05","No"
SHCH-OUR1922COC,"24.9900","0.0000","6","1.00","No"
SHCH-OUR1922COC-108,"34.9900","34.9900","2","1.00","No"
SHCH-OUR1922COC-84,"24.9900","24.9900","1","1.00","No"
SHCH-OUR1922COC-96,"29.9900","29.9900","2","1.00","No"
SHCH-OUR1922COC-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-OUR1922COC-SW,"0.9900","0.0000","999","0.05","No"
SHCH-OUR1923NAT,"24.9900","0.0000","7","1.00","No"
SHCH-OUR1923NAT-108,"34.9900","34.9900","2","1.00","No"
SHCH-OUR1923NAT-84,"24.9900","24.9900","1","1.00","No"
SHCH-OUR1923NAT-96,"29.9900","29.9900","2","1.00","No"
SHCH-OUR1923NAT-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-OUR1923NAT-SW,"0.9900","0.0000","0","0.05","No"
SHCH-OUR1925BLU,"24.9900","0.0000","5","1.00","No"
SHCH-OUR1925BLU-108,"34.9900","34.9900","2","1.00","No"
SHCH-OUR1925BLU-84,"24.9900","24.9900","1","1.00","No"
SHCH-OUR1925BLU-96,"29.9900","29.9900","2","1.00","No"
SHCH-OUR1925BLU-CUS,"0.0000","0.0000","5","1.40","No"
SHCH-OUR1925BLU-SW,"0.9900","0.0000","999","0.05","No"
SHCH-VOL1-108-DLDW,"128.0000","128.0000","3","2.00","No"
SHCH-VOL1-108-DLSW,"89.0000","89.0000","3","2.00","No"
SHCH-VOL1-108-PR,"32.9900","32.9900","3","2.00","No"
SHCH-VOL1-108-SLDW,"42.9900","42.9900","3","0.00","No"
SHCH-VOL1-120-DLDW,"138.0000","138.0000","4","2.00","No"
SHCH-VOL1-120-DLSW,"94.0000","94.0000","4","2.00","No"
SHCH-VOL1-120-PR,"37.9900","37.9900","4","2.00","No"
SHCH-VOL1-120-SLDW,"45.9900","45.9900","4","0.00","No"
SHCH-VOL1-84-DLDW,"108.0000","108.0000","1","2.00","No"
SHCH-VOL1-84-DLSW,"69.0000","69.0000","1","2.00","No"
SHCH-VOL1-84-PR,"19.9900","19.9900","1","2.00","No"
SHCH-VOL1-84-SLDW,"35.9900","35.9900","1","0.00","No"
SHCH-VOL1-96-DLDW,"118.0000","118.0000","2","0.00","No"
SHCH-VOL1-96-DLSW,"79.0000","79.0000","2","2.00","No"
SHCH-VOL1-96-PR,"26.9900","26.9900","2","2.00","No"
SHCH-VOL1-96-SLDW,"39.9900","39.9900","2","0.00","No"
SHCH-VOL1-DL-CUS,"0.0000","0.0000","5","0.00","No"
SHCH-VOL1-DLDW,"108.0000","0.0000","2","2.00","No"
SHCH-VOL1-DLSW,"69.0000","0.0000","0","2.00","No"
SHCH-VOL1-PR,"19.9900","0.0000","999","2.00","No"
SHCH-VOL1-SLDW,"35.9900","0.0000","1","2.00","No"
SHCH-VOL1-SW,"0.9900","0.0000","999","0.05","No"
SHCH-VOL1-SW,"0.9900","0.9900","5","0.00","No"
SHCH-VOL3-108-DLDW,"128.0000","128.0000","3","2.00","No"
SHCH-VOL3-108-DLSW,"89.0000","89.0000","3","2.00","No"
SHCH-VOL3-108-PR,"32.9900","32.9900","3","2.00","No"
SHCH-VOL3-108-SLDW,"42.9900","42.9900","3","0.00","No"
SHCH-VOL3-120-DLDW,"138.0000","138.0000","4","2.00","No"
SHCH-VOL3-120-DLSW,"94.0000","94.0000","4","2.00","No"
SHCH-VOL3-120-PR,"37.9900","37.9900","4","2.00","No"
SHCH-VOL3-120-SLDW,"45.9900","45.9900","4","0.00","No"
SHCH-VOL3-84-DLDW,"108.0000","108.0000","1","2.00","No"
SHCH-VOL3-84-DLSW,"69.0000","69.0000","1","2.00","No"
SHCH-VOL3-84-PR,"19.9900","19.9900","1","2.00","No"
SHCH-VOL3-84-SLDW,"35.9900","35.9900","1","0.00","No"
SHCH-VOL3-96-DLDW,"118.0000","118.0000","2","2.00","No"
SHCH-VOL3-96-DLSW,"79.0000","79.0000","2","2.00","No"
SHCH-VOL3-96-PR,"26.9900","26.9900","2","2.00","No"
SHCH-VOL3-96-SLDW,"39.9900","39.9900","2","0.00","No"
SHCH-VOL3-DL-CUS,"0.0000","0.0000","5","0.00","No"
SHCH-VOL3-DLDW,"108.0000","0.0000","3","2.00","No"
SHCH-VOL3-DLSW,"69.0000","0.0000","1","2.00","No"
SHCH-VOL3-PR,"19.9900","0.0000","999","2.00","No"
SHCH-VOL3-SLDW,"35.9900","0.0000","0","2.00","No"
SHCH-VOL3-SW,"0.9900","0.0000","999","0.05","No"
SHCH-VOL3-SW,"0.9900","0.9900","5","0.00","No"
SHFLNCH-M011,"25.0000","0.0000","3","2.00","No"
SHFLNCH-M011-108,"35.0000","35.0000","2","2.00","No"
SHFLNCH-M011-120,"40.0000","40.0000","2","2.00","No"
SHFLNCH-M011-84,"25.0000","25.0000","1","2.00","No"
SHFLNCH-M011-96,"30.0000","30.0000","2","2.00","No"
SHFLNCH-M011-CUS,"0.0000","0.0000","5","1.40","No"
SHFLNCH-M011-SW,"0.9900","0.0000","999","0.05","No"
SHFLNCH-M012,"25.0000","0.0000","2","2.00","No"
SHFLNCH-M012-108,"35.0000","35.0000","2","2.00","No"
SHFLNCH-M012-120,"40.0000","40.0000","2","2.00","No"
SHFLNCH-M012-84,"25.0000","25.0000","1","2.00","No"
SHFLNCH-M012-96,"30.0000","30.0000","2","2.00","No"
SHFLNCH-M012-CUS,"0.0000","0.0000","5","1.40","No"
SHFLNCH-M012-SW,"0.9900","0.0000","999","0.05","No"
SHFLNCH-M013,"25.0000","0.0000","0","2.00","No"
SHFLNCH-M013-108,"35.0000","35.0000","2","2.00","No"
SHFLNCH-M013-120,"40.0000","40.0000","2","2.00","No"
SHFLNCH-M013-84,"25.0000","25.0000","1","2.00","No"
SHFLNCH-M013-96,"30.0000","30.0000","2","2.00","No"
SHFLNCH-M013-CUS,"0.0000","0.0000","5","1.40","No"
SHFLNCH-M013-SW,"0.9900","0.0000","999","0.05","No"
SHFLNCH-M015,"20.0000","0.0000","1","2.00","No"
SHFLNCH-M015-108,"35.0000","35.0000","2","2.00","No"
SHFLNCH-M015-84,"24.0000","25.0000","1","2.00","No"
SHFLNCH-M015-96,"30.0000","30.0000","2","2.00","No"
SHFLNCH-M015-CUS,"0.0000","0.0000","5","1.40","No"
SHFLNCH-M015-SW,"0.9900","0.0000","999","0.05","No"
SHLNCH-J0105,"39.0000","0.0000","1","2.00","No"
SHLNCH-J0105-108,"46.0000","46.0000","2","2.00","No"
SHLNCH-J0105-120,"49.0000","49.0000","2","2.00","No"
SHLNCH-J0105-84,"39.0000","39.0000","1","2.00","No"
SHLNCH-J0105-96,"44.0000","44.0000","2","2.00","No"
SHLNCH-J0105-CUS,"0.0000","0.0000","5","1.40","No"
SHLNCH-J0105-SW,"0.9900","0.0000","999","0.05","No"
SHLNCH-J0106,"39.0000","0.0000","0","2.00","No"
SHLNCH-J0106-108,"46.0000","46.0000","2","2.00","No"
SHLNCH-J0106-120,"49.0000","49.0000","2","2.00","No"
SHLNCH-J0106-84,"39.0000","39.0000","1","2.00","No"
SHLNCH-J0106-96,"44.0000","44.0000","2","2.00","No"
SHLNCH-J0106-CUS,"0.0000","0.0000","5","1.40","No"
SHLNCH-J0106-SW,"0.9900","0.0000","999","0.05","No"
Special-Order-Custom,"0.0000","0.0000","0","1.00","No"
SS-CYO-BN,"499.0000","0.0000","999","5.00","No"
SS-CYO-RU,"210.0000","0.0000","999","5.00","No"
SS-ROM,"0.0000","0.0000","0","0.00","No"
SS-ROM-CAS,"0.0000","0.0000","1","2.40","No"
SS-ROM-FSL,"0.0000","0.0000","3","2.40","No"
SS-ROM-RLX,"0.0000","0.0000","4","2.40","No"
SS-ROM-SFL,"0.0000","0.0000","2","2.40","No"
SS-SBN1-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SBN1-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SBN1-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SBN1-96-RU,"279.0000","279.0000","2","5.00","No"
SS-SBN1-RU,"259.0000","0.0000","0","5.00","No"
SS-SBN1-RU-CUS,"0.0000","0.0000","5","2.40","No"
SS-SBN11,"179.0000","0.0000","999","5.00","No"
SS-SBN11-108,"199.0000","199.0000","3","6.00","No"
SS-SBN11-120,"209.0000","209.0000","4","6.00","No"
SS-SBN11-84,"179.0000","179.0000","1","5.00","No"
SS-SBN11-96,"189.0000","189.0000","2","5.00","No"
SS-SBN11-CUS,"0.0000","0.0000","5","2.40","No"
SS-SBN11-FB,"45.0000","45.0000","2","1.00","No"
SS-SBN11-SW,"0.6000","0.0000","999","0.05","No"
SS-SBR13,"179.0000","0.0000","0","5.00","No"
SS-SBR13-108,"199.0000","199.0000","3","6.00","No"
SS-SBR13-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SBR13-120,"209.0000","209.0000","4","6.00","No"
SS-SBR13-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SBR13-84,"179.0000","179.0000","1","5.00","No"
SS-SBR13-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SBR13-96,"189.0000","189.0000","2","5.00","No"
SS-SBR13-96-RU,"279.0000","279.0000","2","5.00","No"
SS-SBR13-CUS,"0.0000","0.0000","5","2.40","No"
SS-SBR13-FB,"45.0000","45.0000","1","1.00","No"
SS-SBR13-RU,"259.0000","0.0000","0","5.00","No"
SS-SBR13-RU-CUS,"0.0000","0.0000","5","2.40","No"
SS-SBR13-SW,"0.6000","0.0000","0","0.05","No"
SS-SCB01,"179.0000","0.0000","999","5.00","No"
SS-SCB01-108,"199.0000","199.0000","3","6.00","No"
SS-SCB01-120,"209.0000","209.0000","4","6.00","No"
SS-SCB01-84,"179.0000","179.0000","1","5.00","No"
SS-SCB01-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SCB01-96,"189.0000","189.0000","2","5.00","No"
SS-SCB01-CUS,"0.0000","0.0000","5","2.40","No"
SS-SCB01-FB,"45.0000","45.0000","4","1.00","No"
SS-SCB01-RU,"259.0000","0.0000","0","5.00","No"
SS-SCB01-SW,"0.6000","0.0000","999","0.05","No"
SS-SCB02-96-RU,"279.0000","279.0000","2","5.00","No"
SS-SCB03-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SCB04-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SCB04-RU-CUS,"0.0000","0.0000","5","2.40","No"
SS-SCY22,"179.0000","0.0000","999","5.00","No"
SS-SCY22-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SCY22-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SCY22-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SCY22-96-RU,"279.0000","279.0000","2","5.00","No"
SS-SCY22-FB,"45.0000","45.0000","3","1.00","No"
SS-SCY22-RU,"259.0000","0.0000","0","5.00","No"
SS-SCY22-RU-CUS,"0.0000","0.0000","5","2.40","No"
SS-SCY22-SW,"0.6000","0.0000","999","0.05","No"
SS-SG05,"179.0000","0.0000","0","5.00","No"
SS-SG05-108,"199.0000","199.0000","3","6.00","No"
SS-SG05-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SG05-120,"209.0000","209.0000","4","6.00","No"
SS-SG05-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SG05-84,"179.0000","179.0000","1","5.00","No"
SS-SG05-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SG05-96,"189.0000","189.0000","2","5.00","No"
SS-SG05-96-RU,"279.0000","279.0000","2","5.00","No"
SS-SG05-CUS,"0.0000","0.0000","5","0.00","No"
SS-SG05-FB,"45.0000","45.0000","9","1.00","No"
SS-SG05-RU,"259.0000","0.0000","0","5.00","No"
SS-SG05-RU-CUS,"0.0000","0.0000","5","2.40","No"
SS-SG05-SW,"0.6000","0.0000","999","0.05","No"
SS-SG17,"179.0000","0.0000","0","5.00","No"
SS-SG17-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SG17-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SG17-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SG17-96-RU,"279.0000","279.0000","2","5.00","No"
SS-SG17-FB,"45.0000","45.0000","11","1.00","No"
SS-SG17-RU,"259.0000","0.0000","0","5.00","No"
SS-SG17-RU-CUS,"0.0000","0.0000","5","2.40","No"
SS-SG17-SW,"0.6000","0.0000","999","0.05","No"
SS-SGD21,"179.0000","0.0000","0","5.00","No"
SS-SGD21-108,"199.0000","199.0000","3","6.00","No"
SS-SGD21-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SGD21-120,"209.0000","209.0000","4","6.00","No"
SS-SGD21-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SGD21-84,"179.0000","179.0000","1","5.00","No"
SS-SGD21-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SGD21-96,"189.0000","189.0000","2","5.00","No"
SS-SGD21-96-RU,"279.0000","279.0000","2","5.00","No"
SS-SGD21-CUS,"0.0000","0.0000","5","2.40","No"
SS-SGD21-FB,"45.0000","45.0000","5","1.00","No"
SS-SGD21-RU,"259.0000","0.0000","0","5.00","No"
SS-SGD21-RU-CUS,"0.0000","0.0000","5","2.40","No"
SS-SGD21-SW,"0.6000","0.0000","999","0.05","No"
SS-SMB19,"179.0000","0.0000","999","5.00","No"
SS-SMB19-108,"199.0000","199.0000","3","6.00","No"
SS-SMB19-108-RU,"289.0000","289.0000","3","6.00","No"
SS-SMB19-120,"209.0000","209.0000","4","6.00","No"
SS-SMB19-120-RU,"299.0000","299.0000","4","6.00","No"
SS-SMB19-84,"179.0000","179.0000","1","5.00","No"
SS-SMB19-84-RU,"259.0000","259.0000","1","5.00","No"
SS-SMB19-96,"189.0000","189.0000","2","5.00","No"
