SKU,UPC,IsBuy1Get1,Startdate,Enddate
SSRW-LF935-96,"799665811693","No","10/17/2013","10/17/2013"
SSRW-LF935-108,"799665811662","No","10/17/2013","10/17/2013"
SSRW-LF935-120,"799665811679","No","10/17/2013","10/17/2013"
SSRW-LF935-84,"799665811686","No","10/17/2013","10/17/2013"
BOCH-PL1604-96,"799665829308","No","10/17/2013","10/17/2013"
BOCH-PL1604-108,"799665829322","No","10/17/2013","10/17/2013"
BOCH-PL1604-120,"799665829315","No","10/17/2013","10/17/2013"
BOCH-PL1604-84,"799665829292","No","10/17/2013","10/17/2013"
PTSCH-SLK218-108,"610395223320","No","10/17/2013","10/17/2013"
PTSCH-SLK218-120,"610395223337","No","10/17/2013","10/17/2013"
PTSCH-SLK218-84,"610395223306","No","10/17/2013","10/17/2013"
PTSCH-SLK218-96,"610395223313","No","10/17/2013","10/17/2013"
DS-EMBS20131-96,"799665820848","No","10/17/2013","10/17/2013"
DS-EMBS20131-108,"799665820862","No","10/17/2013","10/17/2013"
DS-EMBS20131-120,"799665820855","No","10/17/2013","10/17/2013"
DS-EMBS20131-84,"799665820831","No","10/17/2013","10/17/2013"
DIS-ID7806-84,"797734449976","No","10/17/2013","10/17/2013"
DIS-ID7806-96,"797734449983","No","10/17/2013","10/17/2013"
DIS-ID7806-108,"797734449990","No","10/17/2013","10/17/2013"
DIS-ID7806-120,"797734450002","No","10/17/2013","10/17/2013"
DS-EMBS20133-120,"799665821012","No","10/17/2013","10/17/2013"
DS-EMBS20133-108,"799665821029","No","10/17/2013","10/17/2013"
DS-EMBS20133-84,"799665820992","No","10/17/2013","10/17/2013"
DS-EMBS20133-96,"799665821005","No","10/17/2013","10/17/2013"
PTSCH-11087-84,"610395223429","No","10/17/2013","10/17/2013"
PTSCH-11087-96,"610395223436","No","10/17/2013","10/17/2013"
PTSCH-11087-108,"610395223443","No","10/17/2013","10/17/2013"
PTSCH-11087-120,"610395223450","No","10/17/2013","10/17/2013"
DS-EMBS201313-108,"799665821821","No","06/01/2015","06/30/2015"
DS-EMBS201313-120,"799665821814","No","10/17/2013","10/17/2013"
DS-EMBS201313-96,"799665821807","No","10/17/2013","10/17/2013"
DS-EMBS201313-84,"799665821791","No","10/17/2013","10/17/2013"
DS-EMBS201310-84,"799665821555","No","10/17/2013","10/17/2013"
DS-EMBS201310-96,"799665821562","No","10/17/2013","10/17/2013"
DS-EMBS201310-108,"799665821586","No","10/17/2013","10/17/2013"
DS-EMBS201310-120,"799665821579","No","10/17/2013","10/17/2013"
EFSCH-20134G1-108,"797734458497","No","10/17/2013","10/17/2013"
EFSCH-20134G1-84,"799418014685","No","10/17/2013","10/17/2013"
EFSCH-20134G1-96,"799418014692","No","10/17/2013","10/17/2013"
EFSCH-20134G1-120,"799418014715","No","10/17/2013","10/17/2013"
DS-EMBS20137-84,"799665821319","No","10/17/2013","10/17/2013"
DS-EMBS20137-96,"799665821326","No","10/17/2013","10/17/2013"
DS-EMBS20137-108,"799665821340","No","10/17/2013","10/17/2013"
DS-EMBS20137-120,"799665821333","No","10/17/2013","10/17/2013"
SSTF-6-84,"610395233619","No","10/17/2013","10/17/2013"
SSTF-6-96,"610395233626","No","10/17/2013","10/17/2013"
SSTF-6-108,"610395233633","No","10/17/2013","10/17/2013"
SSTF-6-120,"610395233640","No","10/17/2013","10/17/2013"
DIS-ID112-96,"797734450262","No","10/17/2013","10/17/2013"
DIS-ID112-108,"797734450279","No","10/17/2013","10/17/2013"
DIS-ID112-120,"797734450286","No","10/17/2013","10/17/2013"
DIS-ID112-84,"797734450255","No","10/17/2013","10/17/2013"
SS-SCB01-120,"799665820169","No","10/17/2013","10/17/2013"
SS-SCB01-84,"799665820145","No","10/17/2013","10/17/2013"
SS-SCB01-96,"799665820152","No","10/17/2013","10/17/2013"
SS-SCB01-108,"799665820176","No","10/17/2013","10/17/2013"
DIS-ID124-84,"797734449815","No","10/17/2013","10/17/2013"
DIS-ID124-96,"797734449822","No","10/17/2013","10/17/2013"
DIS-ID124-108,"797734449839","No","10/17/2013","10/17/2013"
DIS-ID124-120,"797734449846","No","10/17/2013","10/17/2013"
SSRW-LF952-120,"799665811792","No","10/17/2013","10/17/2013"
SSRW-LF952-108,"799665811785","No","10/17/2013","10/17/2013"
SSRW-LF952-84,"799665811808","No","10/17/2013","10/17/2013"
SSRW-LF952-96,"799665811815","No","10/17/2013","10/17/2013"
SSTF-8-84,"610395233695","No","10/17/2013","10/17/2013"
SSTF-8-96,"610395233701","No","10/17/2013","10/17/2013"
SSTF-8-108,"610395233718","No","10/17/2013","10/17/2013"
SSTF-8-120,"610395233725","No","10/17/2013","10/17/2013"
SSRW-LF959-120,"799665812034","No","10/17/2013","10/17/2013"
SSRW-LF959-84,"799665812041","No","10/17/2013","10/17/2013"
SSRW-LF959-96,"799665812058","No","10/17/2013","10/17/2013"
SSRW-LF959-108,"799665812027","No","10/17/2013","10/17/2013"
SSTF-2-96,"610395233824","No","02/22/2015","02/25/2015"
SSTF-2-108,"610395233831","No","10/17/2013","10/17/2013"
SSTF-2-120,"610395233848","No","10/17/2013","10/17/2013"
SSTF-2-84,"610395233817","No","10/17/2013","10/17/2013"
PTSCH-11093-84,"797734451788","No","10/17/2013","10/17/2013"
PTSCH-11093-96,"797734451795","No","10/17/2013","10/17/2013"
PTSCH-11093-108,"797734451801","No","10/17/2013","10/17/2013"
PTSCH-11093-120,"797734451818","No","10/17/2013","10/17/2013"
DS-TF708-84,"799665817190","No","10/17/2013","10/17/2013"
DS-TF708-96,"799665817206","No","10/17/2013","10/17/2013"
DS-TF708-108,"799665817220","No","10/17/2013","10/17/2013"
DS-TF708-120,"799665817213","No","10/17/2013","10/17/2013"
DS-EMBS201321-84,"799665822439","No","10/17/2013","10/17/2013"
DS-EMBS201321-96,"799665822446","No","10/17/2013","10/17/2013"
DS-EMBS201321-108,"799665822460","No","10/17/2013","10/17/2013"
DS-EMBS201321-120,"799665822453","No","10/17/2013","10/17/2013"
DS-TFSN25-84,"799665817732","No","10/17/2013","10/17/2013"
DS-TFSN25-96,"799665817749","No","10/17/2013","10/17/2013"
DS-TFSN25-108,"799665817763","No","10/17/2013","10/17/2013"
DS-TFSN25-120,"799665817756","No","10/17/2013","10/17/2013"
SSTF-3-108,"799665819415","No","10/17/2013","10/17/2013"
SSTF-3-120,"799665819408","No","10/17/2013","10/17/2013"
SSTF-3-96,"799665819392","No","10/17/2013","10/17/2013"
SSTF-3-84,"799665819385","No","10/17/2013","10/17/2013"
DS-TLT17-96,"799665818821","No","10/17/2013","10/17/2013"
DS-TLT17-108,"799665818845","No","10/17/2013","10/17/2013"
DS-TLT17-84,"799665818814","No","10/17/2013","10/17/2013"
DS-TLT17-120,"799665818838","No","10/17/2013","10/17/2013"
DS-DXB66-84,"799665817794","No","10/17/2013","10/17/2013"
DS-DXB66-96,"799665817800","No","10/17/2013","10/17/2013"
DS-DXB66-108,"799665817824","No","10/17/2013","10/17/2013"
DS-DXB66-120,"799665817817","No","10/17/2013","10/17/2013"
DS-MSTK4-84,"799665817077","No","10/17/2013","10/17/2013"
DS-MSTK4-96,"799665817084","No","10/17/2013","10/17/2013"
DS-MSTK4-108,"799665817107","No","10/17/2013","10/17/2013"
DS-MSTK4-120,"799665817091","No","10/17/2013","10/17/2013"
PTFFLK-C23A-84,"799418011998","No","10/17/2013","10/17/2013"
PTFFLK-C23A-96,"799418012001","No","10/17/2013","10/17/2013"
PTFFLK-C23A-108,"799418012018","No","10/17/2013","10/17/2013"
PTFFLK-C23A-120,"799418012025","No","10/17/2013","10/17/2013"
PTFFLK-C23B-84,"799418012063","No","10/17/2013","10/17/2013"
PTFFLK-C23B-96,"799418012070","No","10/17/2013","10/17/2013"
PTFFLK-C23B-108,"799418012087","No","10/17/2013","10/17/2013"
PTFFLK-C23B-120,"799418012094","No","10/17/2013","10/17/2013"
PTFFLK-C5-84,"610395230656","No","10/17/2013","10/17/2013"
PTFFLK-C5-120,"610395230649","No","10/17/2013","10/17/2013"
PTFFLK-C5-96,"610395230663","No","10/17/2013","10/17/2013"
PTFFLK-C5-108,"610395230632","No","10/17/2013","10/17/2013"
PTFFLK-C7-84,"610395230731","No","10/17/2013","10/17/2013"
PTFFLK-C7-96,"610395230748","No","10/17/2013","10/17/2013"
PTFFLK-C7-108,"610395230717","No","10/17/2013","10/17/2013"
PTFFLK-C7-120,"610395230724","No","10/17/2013","10/17/2013"
SS-SGD21-84,"799665819903","No","10/17/2013","10/17/2013"
SS-SGD21-96,"799665819910","No","10/17/2013","10/17/2013"
SS-SGD21-108,"799665819934","No","10/17/2013","10/17/2013"
SS-SGD21-120,"799665819927","No","10/17/2013","10/17/2013"
DS-TF959-84,"799665817671","No","10/17/2013","10/17/2013"
DS-TF959-96,"799665817688","No","10/17/2013","10/17/2013"
DS-TF959-108,"799665817701","No","10/17/2013","10/17/2013"
DS-TF959-120,"799665817695","No","10/17/2013","10/17/2013"
DS-EMBS20135-84,"799665821159","No","10/17/2013","10/17/2013"
DS-EMBS20135-96,"799665821166","No","10/17/2013","10/17/2013"
DS-EMBS20135-108,"799665821180","No","10/17/2013","10/17/2013"
DS-EMBS20135-120,"799665821173","No","10/17/2013","10/17/2013"
DS-EMBS20136-84,"799665821234","No","10/17/2013","10/17/2013"
DS-EMBS20136-96,"799665821241","No","10/17/2013","10/17/2013"
DS-EMBS20136-108,"799665821265","No","10/17/2013","10/17/2013"
DS-EMBS20136-120,"799665821258","No","10/17/2013","10/17/2013"
PTSCH-72012-84,"797734452068","No","10/17/2013","10/17/2013"
PTSCH-72012-96,"797734452075","No","10/17/2013","10/17/2013"
PTSCH-72012-108,"797734452082","No","10/17/2013","10/17/2013"
PTSCH-72012-120,"797734452099","No","10/17/2013","10/17/2013"
DS-EFCH38-84,"799665818630","No","10/17/2013","10/17/2013"
DS-EFCH38-96,"799665818647","No","10/17/2013","10/17/2013"
DS-EFCH38-108,"799665818661","No","10/17/2013","10/17/2013"
DS-EFCH38-120,"799665818654","No","10/17/2013","10/17/2013"
DIS-ID1-120,"797734450484","No","10/17/2013","10/17/2013"
DIS-ID1-84,"797734450453","No","10/17/2013","10/17/2013"
DIS-ID1-96,"797734450460","No","10/17/2013","10/17/2013"
DIS-ID1-108,"797734450477","No","10/17/2013","10/17/2013"
PTFFLK-C20A-96,"799418011585","No","10/17/2013","10/17/2013"
PTFFLK-C20A-108,"799418011592","No","10/17/2013","10/17/2013"
PTFFLK-C20A-120,"799418011608","No","10/17/2013","10/17/2013"
PTFFLK-C20A-84,"799418011578","No","10/17/2013","10/17/2013"
PTFFLK-C20B-108,"799418011660","No","10/17/2013","10/17/2013"
PTFFLK-C20B-120,"799418011677","No","10/17/2013","10/17/2013"
PTFFLK-C20B-84,"799418011646","No","10/17/2013","10/17/2013"
PTFFLK-C20B-96,"799418011653","No","10/17/2013","10/17/2013"
JQCH-201302-120,"799665822774","No","10/17/2013","10/17/2013"
JQCH-201302-84,"799665822750","No","10/17/2013","10/17/2013"
JQCH-201302-96,"799665822767","No","10/17/2013","10/17/2013"
JQCH-201302-108,"799665822781","No","10/17/2013","10/17/2013"
JQCH-201302-FP-84,"799665816414","No","10/17/2013","10/17/2013"
JQCH-201302-FP-96,"799665816421","No","10/17/2013","10/17/2013"
JQCH-201302-FP-108,"799665816438","No","10/17/2013","10/17/2013"
JQCH-201302-FP-120,"799665816445","No","10/17/2013","10/17/2013"
JQCH-20122010-120,"610395227281","No","10/17/2013","10/17/2013"
JQCH-20122010-84,"610395227250","No","10/17/2013","10/17/2013"
JQCH-20122010-96,"610395227267","No","10/17/2013","10/17/2013"
JQCH-20122010-108,"610395227274","No","10/17/2013","10/17/2013"
JQCH-2012204-108,"610395227199","No","10/17/2013","10/17/2013"
JQCH-2012204-120,"610395227205","No","10/17/2013","10/17/2013"
JQCH-2012204-96,"610395227182","No","10/17/2013","10/17/2013"
JQCH-2012204-84,"610395227175","No","10/17/2013","10/17/2013"
JQCH-2012204-FP-96,"610395232544","No","10/17/2013","10/17/2013"
JQCH-2012204-FP-108,"610395232551","No","10/17/2013","10/17/2013"
JQCH-2012204-FP-84,"610395232537","No","10/17/2013","10/17/2013"
JQCH-2012204-FP-120,"610395232568","No","10/17/2013","10/17/2013"
JQCH-2012201-108,"610395227151","No","10/17/2013","10/17/2013"
JQCH-2012201-120,"610395227168","No","10/17/2013","10/17/2013"
JQCH-2012201-84,"610395227137","No","10/17/2013","10/17/2013"
JQCH-2012201-96,"610395227144","No","10/17/2013","10/17/2013"
JQCH-2012201-FP-108,"610395232513","No","10/17/2013","10/17/2013"
JQCH-2012201-FP-120,"610395232520","No","10/17/2013","10/17/2013"
JQCH-2012201-FP-96,"610395232506","No","10/17/2013","10/17/2013"
JQCH-2012201-FP-84,"610395232490","No","10/17/2013","10/17/2013"
PTSCH-SLK211-96,"610395223894","No","10/17/2013","10/17/2013"
PTSCH-SLK211-108,"610395223863","No","10/17/2013","10/17/2013"
PTSCH-SLK211-120,"610395223870","No","10/17/2013","10/17/2013"
PTSCH-SLK211-84,"610395223887","No","10/17/2013","10/17/2013"
DIS-ID9-120,"797734450408","No","10/17/2013","10/17/2013"
DIS-ID9-84,"797734450378","No","10/17/2013","10/17/2013"
DIS-ID9-96,"797734450385","No","10/17/2013","10/17/2013"
DIS-ID9-108,"797734450392","No","10/17/2013","10/17/2013"
PRTW-D28-96,"799665823160","No","10/17/2013","10/17/2013"
PRTW-D28-108,"799665823184","No","10/17/2013","10/17/2013"
PRTW-D28-120,"799665823177","No","10/17/2013","10/17/2013"
PRTW-D28-84,"799665823153","No","10/17/2013","10/17/2013"
BOCH-KC6-120,"610395225683","No","10/17/2013","10/17/2013"
BOCH-KC6-84,"610395225652","No","10/17/2013","10/17/2013"
BOCH-KC6-96,"610395225669","No","10/17/2013","10/17/2013"
BOCH-KC6-108,"610395225676","No","10/17/2013","10/17/2013"
SHCH-LH20136-84,"799665835361","No","10/17/2013","10/17/2013"
SHCH-LH20136-96,"799665835378","No","10/17/2013","10/17/2013"
SHCH-LH20136-108,"799665835385","No","10/17/2013","10/17/2013"
SHCH-LH97-96,"799665835194","No","10/17/2013","10/17/2013"
SHCH-LH97-108,"799665835200","No","10/17/2013","10/17/2013"
SHCH-LH97-84,"799665835187","No","10/17/2013","10/17/2013"
BOCH-201303-84,"799665815004","No","",""
BOCH-201303-96,"799665815011","No","",""
BOCH-201303-108,"799665815028","No","",""
BOCH-201303-120,"799665815035","No","",""
BOCH-201303-108-GR,"799665815066","No","10/17/2013","10/17/2013"
BOCH-201303-120-GR,"799665815073","No","10/17/2013","10/17/2013"
BOCH-201303-84-GR,"799665815042","No","10/17/2013","10/17/2013"
BOCH-201303-96-GR,"799665815059","No","10/17/2013","10/17/2013"
PTSCH-12012-84,"610395222316","No","10/17/2013","10/17/2013"
PTSCH-12012-96,"610395222323","No","10/17/2013","10/17/2013"
PTSCH-12012-108,"610395222330","No","10/17/2013","10/17/2013"
PTSCH-12012-120,"610395222347","No","10/17/2013","10/17/2013"
PRTW-D02-84,"610395233176","No","10/17/2013","10/17/2013"
PRTW-D02-96,"610395233183","No","10/17/2013","10/17/2013"
PRTW-D02-108,"610395233190","No","10/17/2013","10/17/2013"
PRTW-D02-120,"610395233206","No","10/17/2013","10/17/2013"
PRTW-D23-120,"799665826833","No","10/17/2013","10/17/2013"
PRTW-D23-108,"799665826840","No","10/17/2013","10/17/2013"
PRTW-D23-84,"799665826819","No","10/17/2013","10/17/2013"
PRTW-D23-96,"799665826826","No","10/17/2013","10/17/2013"
DS-TFSN33-84,"799665817978","No","10/17/2013","10/17/2013"
DS-TFSN33-96,"799665817985","No","10/17/2013","10/17/2013"
DS-TFSN33-108,"799665818005","No","10/17/2013","10/17/2013"
DS-TFSN33-120,"799665817992","No","10/17/2013","10/17/2013"
DS-EMBS201317-84,"799665822118","No","10/17/2013","10/17/2013"
DS-EMBS201317-96,"799665822125","No","10/17/2013","10/17/2013"
DS-EMBS201317-108,"799665822149","No","10/17/2013","10/17/2013"
DS-EMBS201317-120,"799665822132","No","10/17/2013","10/17/2013"
SS-SMR04-96,"799665819736","No","10/17/2013","10/17/2013"
SS-SMR04-108,"799665819750","No","10/17/2013","10/17/2013"
SS-SMR04-120,"799665819743","No","10/17/2013","10/17/2013"
SS-SMR04-84,"799665819729","No","10/17/2013","10/17/2013"
SS-SMB19-96,"799665820213","No","10/17/2013","10/17/2013"
SS-SMB19-108,"799665820237","No","10/17/2013","10/17/2013"
SS-SMB19-120,"799665820220","No","10/17/2013","10/17/2013"
SS-SMB19-84,"799665820206","No","10/17/2013","10/17/2013"
PTSCH-11100-84,"797734451863","No","10/17/2013","10/17/2013"
PTSCH-11100-96,"797734451870","No","10/17/2013","10/17/2013"
PTSCH-11100-108,"797734451887","No","10/17/2013","10/17/2013"
PTSCH-11100-120,"797734451894","No","10/17/2013","10/17/2013"
PTSCH-52012-96,"610395222484","No","10/17/2013","10/17/2013"
PTSCH-52012-108,"610395222491","No","10/17/2013","10/17/2013"
PTSCH-52012-120,"610395222507","No","10/17/2013","10/17/2013"
PTSCH-52012-84,"610395222477","No","10/17/2013","10/17/2013"
DS-EMBS201315-84,"799665821951","No","10/17/2013","10/17/2013"
