Part Number,Description,Quantity of Products,ETA Backorder date,DISCONTINUED,Qty
"FHLCH-314044-84","Half Price Drapes FHLCH-314044 Barley Heavy Faux Linen Curtain","50",,"No",
"FHLCH-314044-96","Half Price Drapes FHLCH-314044 Barley Heavy Faux Linen Curtain","81",,"No",
"FHLCH-314047-108","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","105",,"No",
"FHLCH-314047-120","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","57",,"No",
"FHLCH-314047-84","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","40",,"No",
"FHLCH-314047-96","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","106",,"No",
"FHLCH-314048-108","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","31",,"No",
"FHLCH-314048-120","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","33",,"No",
"FHLCH-314048-84","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","28",,"No",
"FHLCH-314048-96","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","28",,"No",
"FHLCH-314052-108","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","65",,"No",
"FHLCH-314052-120","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","0",,"No",
"FHLCH-314052-84","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","64",,"No",
"FHLCH-314052-96","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","97",,"No",
"FHLCH-314053-108","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","92",,"No",
"FHLCH-314053-120","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","59",,"No",
"FHLCH-314053-84","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","50",,"No",
"FHLCH-314053-96","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","90",,"No",
"FHLCH-314055-108","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","136",,"No",
"FHLCH-314055-120","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","77",,"No",
"FHLCH-314055-84","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","63",,"No",
"FHLCH-314055-96","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","114",,"No",
"FHLCH-416016-108","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","124",,"No",
"FHLCH-416016-120","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","23",,"No",
"FHLCH-416016-84","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","64",,"No",
"FHLCH-416016-96","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","118",,"No",
"FHLCH-416017-108","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","81",,"No",
"FHLCH-416017-120","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","0",,"No",
"FHLCH-416017-84","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","60",,"No",
"FHLCH-416017-96","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","96",,"No",
"FHLCH-416018-108","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","125",,"No",
"FHLCH-416018-120","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","68",,"No",
"FHLCH-416018-84","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","53",,"No",
"FHLCH-416018-96","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","137",,"No",
"FHLCH-416019-108","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","136",,"No",
"FHLCH-416019-120","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","69",,"No",
"FHLCH-416019-84","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","65",,"No",
"FHLCH-416019-96","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","130",,"No",
"FHLCH-416020-108","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","106",,"No",
"FHLCH-416020-120","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","61",,"No",
"FHLCH-416020-84","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","43",,"No",
"FHLCH-416020-96","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","117",,"No",
"FHLCH-YL3008-108","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","73",,"No",
"FHLCH-YL3008-84","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","36",,"No",
"FHLCH-YL3008-96","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","104",,"No",
"FHLCH-YL3010B-108","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","131",,"No",
"FHLCH-YL3010B-84","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","38",,"No",
"FHLCH-YL3010B-96","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","118",,"No",
"FHLCH-YL3012-108","Half Price Drapes FHLCH-YL3012 Grenada Linen Blend Stripe Curtain","100",,"No",
"FHLCH-YL3012-84","Half Price Drapes FHLCH-YL3012 Grenada Linen Blend Stripe Curtain","47",,"No",
"FHLCH-YL3012-96","Half Price Drapes FHLCH-YL3012 Grenada Linen Blend Stripe Curtain","84",,"No",
"FHLCH-YL3022-108","Half Price Drapes FHLCH-YL3022 Lanai Linen Blend Stripe Curtain","62",,"No",
"FHLCH-YL3022-84","Half Price Drapes FHLCH-YL3022 Lanai Linen Blend Stripe Curtain","25",,"No",
"FHLCH-YL3022-96","Half Price Drapes FHLCH-YL3022 Lanai Linen Blend Stripe Curtain","66",,"No",
"FHLCH-YL5003-108","Half Price Drapes FHLCH-YL5003 Hilo Linen Blend Solid Curtain","0",,"No",
"FHLCH-YL5003-84","Half Price Drapes FHLCH-YL5003 Hilo Linen Blend Solid Curtain","0",,"No",
"FHLCH-YL5003-96","Half Price Drapes FHLCH-YL5003 Hilo Linen Blend Solid Curtain","55",,"No",
"FHLCH-YL7176203-108","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","102",,"No",
"FHLCH-YL7176203-120","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","58",,"No",
"FHLCH-YL7176203-84","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","26",,"No",
"FHLCH-YL7176203-96","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","109",,"No",
"FHLCH-YL7176209-108","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","91",,"No",
"FHLCH-YL7176209-120","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","34",,"No",
"FHLCH-YL7176209-84","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","35",,"No",
"FHLCH-YL7176209-96","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","60",,"No",
"FHLCH-YL7176217-108","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","65",,"No",
"FHLCH-YL7176217-120","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","37",,"No",
"FHLCH-YL7176217-84","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","45",,"No",
"FHLCH-YL7176217-96","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","65",,"No",
"FHLCH-YL7178103-108","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","112",,"No",
"FHLCH-YL7178103-120","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","58",,"No",
"FHLCH-YL7178103-84","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","55",,"No",
"FHLCH-YL7178103-96","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","105",,"No",
"FHLCH-YL7178109-108","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","78",,"No",
"FHLCH-YL7178109-120","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","49",,"No",
"FHLCH-YL7178109-84","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","28",,"No",
"FHLCH-YL7178109-96","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","51",,"No",
"FHLCH-YL7178117-108","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0",,"No",
"FHLCH-YL7178117-120","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0",,"No",
"FHLCH-YL7178117-84","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0",,"No",
"FHLCH-YL7178117-96","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0",,"No",
"JQCH-20122010-108","Magdelena Champagne Faux Silk Jacquard Curtain, 50X108","0",,"No",
"JQCH-20122010-120","Magdelena Champagne Faux Silk Jacquard Curtain, 50X120","0",,"No",
"JQCH-20122010-84","Magdelena Champagne Faux Silk Jacquard Curtain, 50X84","0",,"No",
"JQCH-20122010-96","Magdelena Champagne Faux Silk Jacquard Curtain, 50X96","0",,"No",
"JQCH-HANB1B-120","Copenhagen Taupe Faux Silk Jacquard Curtain, 50X120","0",,"No",
"JQCH-HANB6-84","Dahl Multi Faux Silk Jacquard Curtain, 50X84","0",,"No",
"PRTW-D01-108","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","95",,"No",
"PRTW-D01-120","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","39",,"No",
"PRTW-D01-84","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","24",,"No",
"PRTW-D01-96","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","57",,"No",
"PRTW-D02-108","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","0",,"No",
"PRTW-D02-108","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","99",,"No",
"PRTW-D02-120","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","24",,"No",
"PRTW-D02-120","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","60",,"No",
"PRTW-D02-84","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","0",,"No",
"PRTW-D02-84","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","57",,"No",
"PRTW-D02-96","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","0",,"No",
"PRTW-D02-96","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","83",,"No",
"PRTW-D04-108","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","96",,"No",
"PRTW-D04-120","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","42",,"No",
"PRTW-D04-84","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","37",,"No",
"PRTW-D04-96","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","95",,"No",
"PRTW-D05-108","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","97",,"No",
"PRTW-D05-120","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","56",,"No",
"PRTW-D05-84","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","31",,"No",
"PRTW-D05-96","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","100",,"No",
"PRTW-D06A-108","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","87",,"No",
"PRTW-D06A-120","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","79",,"No",
"PRTW-D06A-84","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","30",,"No",
"PRTW-D06A-96","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","102",,"No",
"PRTW-D06B-108","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","107",,"No",
"PRTW-D06B-120","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","33",,"No",
"PRTW-D06B-84","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","29",,"No",
"PRTW-D06B-96","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","104",,"No",
"PRTW-D09-108","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D09-120","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D09-84","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D09-96","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D11-108","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","243",,"No",
"PRTW-D11-120","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","93",,"No",
"PRTW-D11-84","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","55",,"No",
"PRTW-D11-96","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","244",,"No",
"PRTW-D12-108","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D12-120","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D12-84","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D12-96","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D13-108","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","23",,"No",
"PRTW-D13-120","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","42",,"No",
"PRTW-D13-84","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","21",,"No",
"PRTW-D13-96","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","66",,"No",
"PRTW-D15-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","114",,"No",
"PRTW-D15-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","53",,"No",
"PRTW-D15-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","25",,"No",
"PRTW-D15-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","100",,"No",
"PRTW-D16-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","132",,"No",
"PRTW-D16-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","38",,"No",
"PRTW-D16-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","56",,"No",
"PRTW-D16-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","78",,"No",
"PRTW-D17-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","136",,"No",
"PRTW-D17-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","37",,"No",
"PRTW-D17-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D17-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","47",,"No",
"PRTW-D20-108","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","21",,"No",
"PRTW-D20-120","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","31",,"No",
"PRTW-D20-84","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","0",,"No",
"PRTW-D20-96","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","0",,"No",
"PRTW-D21-108","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0",,"No",
"PRTW-D21-120","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0",,"No",
"PRTW-D21-84","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0",,"No",
"PRTW-D21-96","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0",,"No",
"PRTW-D22-108","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D22-120","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D22-84","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D22-96","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D23-108","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0",,"No",
"PRTW-D23-108","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","35",,"No",
"PRTW-D23-120","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0",,"No",
"PRTW-D23-120","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","48",,"No",
"PRTW-D23-84","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0",,"No",
"PRTW-D23-84","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","33",,"No",
"PRTW-D23-96","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0",,"No",
"PRTW-D24A-108","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0",,"No",
"PRTW-D24A-120","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","22",,"No",
"PRTW-D24A-84","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0",,"No",
"PRTW-D24A-96","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0",,"No",
"PRTW-D24B-108","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","49",,"No",
"PRTW-D24B-120","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0",,"No",
"PRTW-D24B-84","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0",,"No",
"PRTW-D24B-96","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","48",,"No",
"PRTW-D25-108","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D25-120","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D25-84","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D25-96","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D26-108","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","68",,"No",
"PRTW-D26-120","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","30",,"No",
"PRTW-D26-84","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","0",,"No",
"PRTW-D26-96","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","0",,"No",
"PRTW-D27-108","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","96",,"No",
"PRTW-D27-120","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","28",,"No",
"PRTW-D27-84","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","24",,"No",
"PRTW-D27-96","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","87",,"No",
"PRTW-D28-108","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","168",,"No",
"PRTW-D28-108","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","79",,"No",
"PRTW-D28-120","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","36",,"No",
"PRTW-D28-120","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","41",,"No",
"PRTW-D28-84","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","0",,"No",
"PRTW-D28-96","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","34",,"No",
"PRTW-D28-96","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","60",,"No",
"PRTW-D29A-108","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29A-120","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","24",,"No",
"PRTW-D29A-84","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29A-96","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29B-108","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","52",,"No",
"PRTW-D29B-120","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","37",,"No",
"PRTW-D29B-84","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29B-96","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","24",,"No",
"PRTW-D30-108","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","34",,"No",
"PRTW-D30-120","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","33",,"No",
"PRTW-D30-84","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","0",,"No",
"PRTW-D30-96","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","53",,"No",
"PRTW-D31-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","78",,"No",
"PRTW-D31-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","38",,"No",
"PRTW-D31-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","26",,"No",
"PRTW-D31-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","61",,"No",
"PRTW-D32-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","102",,"No",
"PRTW-D32-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","25",,"No",
"PRTW-D32-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","26",,"No",
"PRTW-D32-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","75",,"No",
"PRTW-D33-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","47",,"No",
"PRTW-D33-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","30",,"No",
"PRTW-D33-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D33-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PTFFLK-C2-108","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","83",,"No",
"PTFFLK-C2-120","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","37",,"No",
"PTFFLK-C2-84","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","29",,"No",
"PTFFLK-C2-96","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","88",,"No",
"PTFFLK-C20A-108","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","89",,"No",
"PTFFLK-C20A-120","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","44",,"No",
"PTFFLK-C20A-84","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","40",,"No",
"PTFFLK-C20A-96","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","73",,"No",
"PTFFLK-C20B-108","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","102",,"No",
"PTFFLK-C20B-120","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","37",,"No",
"PTFFLK-C20B-84","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","52",,"No",
"PTFFLK-C20B-96","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","104",,"No",
"PTFFLK-C21A-108","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","72",,"No",
"PTFFLK-C21A-120","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","40",,"No",
"PTFFLK-C21A-84","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","48",,"No",
"PTFFLK-C21A-96","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","78",,"No",
"PTFFLK-C21B-108","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","95",,"No",
"PTFFLK-C21B-120","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","47",,"No",
"PTFFLK-C21B-84","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","40",,"No",
"PTFFLK-C21B-96","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","70",,"No",
"PTFFLK-C22A-108","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","105",,"No",
"PTFFLK-C22A-120","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","51",,"No",
"PTFFLK-C22A-84","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","40",,"No",
"PTFFLK-C22A-96","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","119",,"No",
"PTFFLK-C22B-108","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C22B-120","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C22B-84","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C22B-96","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23A-108","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","165",,"No",
"PTFFLK-C23A-120","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","65",,"No",
"PTFFLK-C23A-84","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","67",,"No",
"PTFFLK-C23A-96","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","123",,"No",
"PTFFLK-C23B-108","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23B-120","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23B-84","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23B-96","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C25-108","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","85",,"No",
"PTFFLK-C25-120","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","27",,"No",
"PTFFLK-C25-84","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","36",,"No",
"PTFFLK-C25-96","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","76",,"No",
"PTFFLK-C26-108","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","59",,"No",
"PTFFLK-C26-120","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","45",,"No",
"PTFFLK-C26-84","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","53",,"No",
"PTFFLK-C26-96","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","67",,"No",
"PTFFLK-C30-108","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","101",,"No",
"PTFFLK-C30-120","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","83",,"No",
