Part Number,Description,Quantity of Products,ETA Backorder date,DISCONTINUED,Qty
"PTFFLK-C23A-96","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","103",,"No",
"PTFFLK-C23B-108","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23B-120","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23B-84","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23B-96","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C25-108","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","65",,"No",
"PTFFLK-C25-120","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","13",,"No",
"PTFFLK-C25-84","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","16",,"No",
"PTFFLK-C25-96","Half Price Drapes PTFFLK-C25 Taurean Copper Flocked Faux Silk Curtain","56",,"No",
"PTFFLK-C26-108","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","39",,"No",
"PTFFLK-C26-120","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","30",,"No",
"PTFFLK-C26-84","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","33",,"No",
"PTFFLK-C26-96","Half Price Drapes PTFFLK-C26 Pompeii Flocked Faux Silk Curtain","47",,"No",
"PTFFLK-C30-108","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","81",,"No",
"PTFFLK-C30-120","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","63",,"No",
"PTFFLK-C30-84","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","58",,"No",
"PTFFLK-C30-96","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","113",,"No",
"PTFFLK-C5-108","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","99",,"No",
"PTFFLK-C5-120","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","38",,"No",
"PTFFLK-C5-84","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","28",,"No",
"PTFFLK-C5-96","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","79",,"No",
"PTFFLK-C7-108","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","84","'07/04/15","No","180"
"PTFFLK-C7-120","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","25","'07/04/15","No","120"
"PTFFLK-C7-84","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","24","'07/04/15","No","150"
"PTFFLK-C7-96","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","56","'07/04/15","No","150"
"PTSCH-12012-120","Marin Faux Silk Taffeta Stripe Curtain, 50X120","0",,"No",
"PTSCH-52012-108","Mirage Faux Silk Taffeta Stripe Curtain, 50X108","117","'07/20/15","No","90"
"PTSCH-52012-120","Mirage Faux Silk Taffeta Stripe Curtain, 50X120","51","'07/20/15","No","50"
"PTSCH-52012-84","Mirage Faux Silk Taffeta Stripe Curtain, 50X84","34","'07/20/15","No","90"
"PTSCH-52012-96","Mirage Faux Silk Taffeta Stripe Curtain, 50X96","96","'07/20/15","No","108"
"SHCH-EMB20131A-108","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","200"
"SHCH-EMB20131A-120","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","110"
"SHCH-EMB20131A-84","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","150"
"SHCH-EMB20131A-96","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","220"
"SHCH-EMB20131B-108","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","200"
"SHCH-EMB20131B-120","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","120"
"SHCH-EMB20131B-84","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","180"
"SHCH-EMB20131B-96","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0","'07/19/15","No","250"
"SHCH-EMB20133A-108","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","95",,"No",
"SHCH-EMB20133A-120","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20133A-84","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","10",,"No",
"SHCH-EMB20133A-96","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","63",,"No",
"SHCH-EMB20133B-108","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","78",,"No",
"SHCH-EMB20133B-120","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","9",,"No",
"SHCH-EMB20133B-84","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20133B-96","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","167",,"No",
"SHCH-EMB20135-108","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","26","'07/19/15","No","150"
"SHCH-EMB20135-120","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","0","'07/19/15","No","90"
"SHCH-EMB20135-84","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","0","'07/19/15","No","130"
"SHCH-EMB20135-96","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","46","'07/19/15","No","150"
"SHCH-EMB20136-108","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","75","'07/19/15","No","100"
"SHCH-EMB20136-120","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","22","'07/19/15","No","60"
"SHCH-EMB20136-84","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","0","'07/19/15","No","60"
"SHCH-EMB20136-96","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","78","'07/19/15","No","120"
"SHCH-EMB20137-108","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","102",,"No",
"SHCH-EMB20137-120","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","38",,"No",
"SHCH-EMB20137-84","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","34",,"No",
"SHCH-EMB20137-96","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","105",,"No",
"SHCH-EMB20138-108","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","58",,"No",
"SHCH-EMB20138-120","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","40",,"No",
"SHCH-EMB20138-84","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","21",,"No",
"SHCH-EMB20138-96","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","66",,"No",
"SHCH-EMBOCS3231-108","Half Price Drapes SHCH-EMBOCS3231 Camille Embroidered Sheer Curtain","145",,"No",
"SHCH-EMBOCS3231-84","Half Price Drapes SHCH-EMBOCS3231 Camille Embroidered Sheer Curtain","70",,"No",
"SHCH-EMBOCS3231-96","Half Price Drapes SHCH-EMBOCS3231 Camille Embroidered Sheer Curtain","146",,"No",
"SHCH-EMBOCS3293-108","Half Price Drapes SHCH-EMBOCS3293 Juliette Embroidered Sheer Curtain","124",,"No",
"SHCH-EMBOCS3293-84","Half Price Drapes SHCH-EMBOCS3293 Juliette Embroidered Sheer Curtain","85",,"No",
"SHCH-EMBOCS3293-96","Half Price Drapes SHCH-EMBOCS3293 Juliette Embroidered Sheer Curtain","150",,"No",
"SHCH-EMBOCS3595-108","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","0","'07/19/15","No","120"
"SHCH-EMBOCS3595-120","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","13","'07/19/15","No","60"
"SHCH-EMBOCS3595-84","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","0","'07/19/15","No","90"
"SHCH-EMBOCS3595-96","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","19","'07/19/15","No","120"
"SHCH-EMBOCS4084-108","Half Price Drapes SHCH-EMBOCS4084 Lunetta Embroidered Sheer Curtain","207",,"No",
"SHCH-EMBOCS4084-84","Half Price Drapes SHCH-EMBOCS4084 Lunetta Embroidered Sheer Curtain","133",,"No",
"SHCH-EMBOCS4084-96","Half Price Drapes SHCH-EMBOCS4084 Lunetta Embroidered Sheer Curtain","203",,"No",
"SHCH-LH1211-108","Half Price Drapes SHCH-LH1211 Antoinette Patterned Sheer Curtain","95",,"No",
"SHCH-LH1211-84","Half Price Drapes SHCH-LH1211 Antoinette Patterned Sheer Curtain","13",,"No",
"SHCH-LH1211-96","Half Price Drapes SHCH-LH1211 Antoinette Patterned Sheer Curtain","90",,"No",
"SHCH-LH1222-108","Half Price Drapes SHCH-LH1222 Agatha Patterned Sheer Curtain","89",,"No",
"SHCH-LH1222-84","Half Price Drapes SHCH-LH1222 Agatha Patterned Sheer Curtain","0",,"No",
"SHCH-LH1222-96","Half Price Drapes SHCH-LH1222 Agatha Patterned Sheer Curtain","88",,"No",
"SHCH-LH130-108","Half Price Drapes SHCH-LH130 Piera Patterned Sheer Curtain","129",,"No",
"SHCH-LH130-84","Half Price Drapes SHCH-LH130 Piera Patterned Sheer Curtain","73",,"No",
"SHCH-LH130-96","Half Price Drapes SHCH-LH130 Piera Patterned Sheer Curtain","136",,"No",
"SHCH-LH159-108","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","124",,"No",
"SHCH-LH159-84","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","60",,"No",
"SHCH-LH159-96","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","124",,"No",
"SHCH-LH20132-108","Half Price Drapes SHCH-LH20132 Sabrina Patterned Sheer Curtain","123",,"No",
"SHCH-LH20132-84","Half Price Drapes SHCH-LH20132 Sabrina Patterned Sheer Curtain","73",,"No",
"SHCH-LH20132-96","Half Price Drapes SHCH-LH20132 Sabrina Patterned Sheer Curtain","90",,"No",
"SHCH-LH20133-108","Half Price Drapes SHCH-LH20133 Florina Patterned Sheer Curtain","116",,"No",
"SHCH-LH20133-84","Half Price Drapes SHCH-LH20133 Florina Patterned Sheer Curtain","37",,"No",
"SHCH-LH20133-96","Half Price Drapes SHCH-LH20133 Florina Patterned Sheer Curtain","71",,"No",
"SHCH-LH20134-108","Half Price Drapes SHCH-LH20134 Loretta Patterned Sheer Curtain","141",,"No",
"SHCH-LH20134-84","Half Price Drapes SHCH-LH20134 Loretta Patterned Sheer Curtain","291",,"No",
"SHCH-LH20134-96","Half Price Drapes SHCH-LH20134 Loretta Patterned Sheer Curtain","138",,"No",
"SHCH-LH20135-108","Half Price Drapes SHCH-LH20135 Francesca Patterned Sheer Curtain","102",,"No",
"SHCH-LH20135-84","Half Price Drapes SHCH-LH20135 Francesca Patterned Sheer Curtain","55",,"No",
"SHCH-LH20135-96","Half Price Drapes SHCH-LH20135 Francesca Patterned Sheer Curtain","83",,"No",
"SHCH-LH20136-108","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","43",,"No",
"SHCH-LH20136-84","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","54",,"No",
"SHCH-LH20136-96","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","80",,"No",
"SHCH-LH94A-108","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","0",,"No",
"SHCH-LH94A-84","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","161",,"No",
"SHCH-LH94A-96","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","0",,"No",
"SHCH-LH96-108","Half Price Drapes SHCH-LH96 Alesandra Patterned Sheer Curtain","121",,"No",
"SHCH-LH96-84","Half Price Drapes SHCH-LH96 Alesandra Patterned Sheer Curtain","52",,"No",
"SHCH-LH96-96","Half Price Drapes SHCH-LH96 Alesandra Patterned Sheer Curtain","103",,"No",
"SHCH-LH97-108","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","93",,"No",
"SHCH-LH97-84","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","31",,"No",
"SHCH-LH97-96","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","101",,"No",
"SHCH-LHOCS333-108","Half Price Drapes SHCH-LHOCS333 Zara Patterned Sheer Curtain","134",,"No",
"SHCH-LHOCS333-84","Half Price Drapes SHCH-LHOCS333 Zara Patterned Sheer Curtain","85",,"No",
"SHCH-LHOCS333-96","Half Price Drapes SHCH-LHOCS333 Zara Patterned Sheer Curtain","138",,"No",
"SHCH-ORG1-108-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","545",,"No",
"SHCH-ORG1-120-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","316",,"No",
"SHCH-ORG1-84-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","196",,"No",
"SHCH-ORG1-96-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","500",,"No",
"SHCH-ORG2-108-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","389",,"No",
"SHCH-ORG2-120-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","116",,"No",
"SHCH-ORG2-84-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","112",,"No",
"SHCH-ORG2-96-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","504",,"No",
"SHCH-ORG6-108-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","268",,"No",
"SHCH-ORG6-120-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","182",,"No",
"SHCH-ORG6-84-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","75",,"No",
"SHCH-ORG6-96-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","217",,"No",
"SHCH-OUR1921ASH-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","0",,"No",
"SHCH-OUR1921ASH-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","248",,"No",
"SHCH-OUR1921ASH-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","155",,"No",
"SHCH-OUR1922COC-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","250","'06/29/15","No","80"
"SHCH-OUR1922COC-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","122","'06/29/15","No","140"
"SHCH-OUR1922COC-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","2","'06/29/15","No","140"
"SHCH-OUR1923NAT-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","83","'06/29/15","No","200"
"SHCH-OUR1923NAT-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","245","'06/29/15","No","75"
"SHCH-OUR1923NAT-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","53","'06/29/15","No","75"
"SHCH-OUR1925BLU-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","156","'06/29/15","No","135"
"SHCH-OUR1925BLU-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","45","'06/29/15","No","135"
"SHCH-OUR1925BLU-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","0","'06/29/15","No","80"
"SHCH-VOL1-108-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","0","'08/14/15","No","200"
"SHCH-VOL1-108-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","0","'08/14/15","No","354"
"SHCH-VOL1-108-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1051",,"No",
"SHCH-VOL1-108-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","247","'05/19/15","No","239"
"SHCH-VOL1-120-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","18","'08/14/15","No","160"
"SHCH-VOL1-120-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","60","'08/14/15","No","110"
"SHCH-VOL1-120-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","547",,"No",
"SHCH-VOL1-120-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","151","'05/19/15","No","256"
"SHCH-VOL1-84-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","0","'08/14/15","No","200"
"SHCH-VOL1-84-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","0","'08/14/15","No","186"
"SHCH-VOL1-84-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","322",,"No",
"SHCH-VOL1-84-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","77","'05/19/15","No","235"
"SHCH-VOL1-96-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","0","'08/14/15","No","320"
"SHCH-VOL1-96-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","0","'08/14/15","No","100"
"SHCH-VOL1-96-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1082",,"No",
"SHCH-VOL1-96-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","133","'05/19/15","No","296"
"SHCH-VOL3-108-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","23",,"No",
"SHCH-VOL3-108-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","126",,"No",
"SHCH-VOL3-108-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1536",,"No",
"SHCH-VOL3-108-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","217","'05/19/15","No","227"
"SHCH-VOL3-120-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","42",,"No",
"SHCH-VOL3-120-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","66",,"No",
"SHCH-VOL3-120-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","543",,"No",
"SHCH-VOL3-120-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","181","'05/19/15","No","130"
"SHCH-VOL3-84-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","0",,"No",
"SHCH-VOL3-84-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","69",,"No",
"SHCH-VOL3-84-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","581",,"No",
"SHCH-VOL3-84-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","30","'05/19/15","No","179"
"SHCH-VOL3-96-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","30",,"No",
"SHCH-VOL3-96-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","112",,"No",
"SHCH-VOL3-96-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1424",,"No",
"SHCH-VOL3-96-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","0","'05/19/15","No","252"
"SHFLNCH-M011-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","124","'06/22/15","No","100"
"SHFLNCH-M011-120","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","17","'06/22/15","No","100"
"SHFLNCH-M011-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","100"
"SHFLNCH-M011-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","140"
"SHFLNCH-M012-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","180","'06/22/15","No","100"
"SHFLNCH-M012-120","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","42"
"SHFLNCH-M012-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","100"
"SHFLNCH-M012-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","150","'06/22/15","No","100"
"SHFLNCH-M013-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","173","'06/22/15","No","102"
"SHFLNCH-M013-120","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","96"
"SHFLNCH-M013-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","90"
"SHFLNCH-M013-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","150"
"SHFLNCH-M015-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","102"
"SHFLNCH-M015-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","40","'06/22/15","No","80"
"SHFLNCH-M015-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0","'06/22/15","No","102"
"SHLNCH-J0106-108","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","606","'08/04/15","No","320"
"SHLNCH-J0106-120","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","257","'08/04/15","No","200"
"SHLNCH-J0106-84","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","242","'08/04/15","No","600"
"SHLNCH-J0106-96","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","395","'08/04/15","No","600"
"VCCH-VET1201-108","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","191",,"No",
"VCCH-VET1201-120","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","73",,"No",
"VCCH-VET1201-84","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","48",,"No",
"VCCH-VET1201-96","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","83",,"No",
"VCCH-VET12010-108","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","56",,"No",
"VCCH-VET12010-120","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","37",,"No",
"VCCH-VET12010-84","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","34",,"No",
"VCCH-VET12010-96","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","59",,"No",
"VCCH-VET1202-108","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","100",,"No",
"VCCH-VET1202-120","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","50",,"No",
"VCCH-VET1202-84","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","39",,"No",
"VCCH-VET1202-96","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","111",,"No",
"VPCH-110602-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","198","'05/12/15","No","140"
"VPCH-110602-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","189",,"No",
"VPCH-110602-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","99","'07/06/15","No","40"
"VPCH-110602-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","93",,"No",
"VPCH-110602-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","56","'05/12/15","No","80"
"VPCH-110602-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","67",,"No",
"VPCH-110602-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","73","'07/06/15","No","90"
"VPCH-110602-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","155",,"No",
"VPCH-120601-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","190",,"No",
"VPCH-120601-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","190","'08/10/15","No","60"
"VPCH-120601-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","114",,"No",
"VPCH-120601-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","102",,"No",
"VPCH-120601-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","102","'08/10/15","No","20"
"VPCH-120601-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","73",,"No",
"VPCH-120601-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-120601-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0","'08/10/15","No","160"
"VPCH-120601-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","58",,"No",
"VPCH-120601-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","113",,"No",
"VPCH-120601-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","113","'08/10/15","No","90"
"VPCH-120601-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","92",,"No",
"VPCH-120601-CUS","Signature Ivory Blackout Velvet Curtain","0",,"No",
"VPCH-120601-FB","Signature Blackout Velvet Roman Shade","0",,"No",
"VPCH-120601-SW","Half Price Drapes BOCH-120601 Egg Nog Blackout Curtain (2 Panels)","0",,"Yes",
"VPCH-141113-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","18",,"No",
"VPCH-141113-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-141113-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-141113-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","161",,"No",
"VPCH-145002-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","174","'05/12/15","No","140"
"VPCH-145002-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-145002-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","68","'05/12/15","No","50"
"VPCH-145002-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","31",,"No",
"VPCH-145002-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","89","'07/06/15","No","200"
"VPCH-145002-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
